item_name	item_price	item_attribute_name	item_attribute	website_category	link
ZANUSSI ZRT 18100 WA kombinált hűtőszekrény	61993	Készülék típusa:	Kombinált hűtőszekrény	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_zanussi-zrt-18100-wa-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1112122.html
ZANUSSI ZRT 18100 WA kombinált hűtőszekrény	61993	Csillagok száma:	4 csillagos	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_zanussi-zrt-18100-wa-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1112122.html
ZANUSSI ZRT 18100 WA kombinált hűtőszekrény	61993	Hűtési rendszer:	Statikus	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_zanussi-zrt-18100-wa-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1112122.html
ZANUSSI ZRT 18100 WA kombinált hűtőszekrény	61993	Nettó kapacitás:	171 l	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_zanussi-zrt-18100-wa-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1112122.html
ZANUSSI ZRT 18100 WA kombinált hűtőszekrény	61993	Visszamelegedési idő:	17 óra	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_zanussi-zrt-18100-wa-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1112122.html
ZANUSSI ZRT 18100 WA kombinált hűtőszekrény	61993	Cikkszám:	1112122	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_zanussi-zrt-18100-wa-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1112122.html
ZANUSSI ZRT 18100 WA kombinált hűtőszekrény	61993	Ellenőrzés típusa:	Mechanikus	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_zanussi-zrt-18100-wa-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1112122.html
ZANUSSI ZRT 18100 WA kombinált hűtőszekrény	61993	Leolvasztás a hűtőtérben:	Automatikus	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_zanussi-zrt-18100-wa-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1112122.html
ZANUSSI ZRT 18100 WA kombinált hűtőszekrény	61993	Rekeszek száma (hűtő):	1	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_zanussi-zrt-18100-wa-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1112122.html
ZANUSSI ZRT 18100 WA kombinált hűtőszekrény	61993	Ajtórekeszek száma:	3	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_zanussi-zrt-18100-wa-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1112122.html
ZANUSSI ZRT 18100 WA kombinált hűtőszekrény	61993	Polcok száma (hűtő):	3	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_zanussi-zrt-18100-wa-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1112122.html
ZANUSSI ZRT 18100 WA kombinált hűtőszekrény	61993	Polc anyaga:	Üveg	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_zanussi-zrt-18100-wa-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1112122.html
ZANUSSI ZRT 18100 WA kombinált hűtőszekrény	61993	Fagyasztási kapacitás:	3 kg / 24 h	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_zanussi-zrt-18100-wa-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1112122.html
ZANUSSI ZRT 18100 WA kombinált hűtőszekrény	61993	Fagyasztórekesz helyzete:	Felülfagyasztós	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_zanussi-zrt-18100-wa-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1112122.html
ZANUSSI ZRT 18100 WA kombinált hűtőszekrény	61993	Polcok száma:	1	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_zanussi-zrt-18100-wa-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1112122.html
ZANUSSI ZRT 18100 WA kombinált hűtőszekrény	61993	Belső világítás:	Igen	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_zanussi-zrt-18100-wa-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1112122.html
ZANUSSI ZRT 18100 WA kombinált hűtőszekrény	61993	Különleges jellemzők:	Széles zöldségtároló fiók, Megfordítható ajtónyitás, SpacePlus tárolórendszer	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_zanussi-zrt-18100-wa-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1112122.html
ZANUSSI ZRT 18100 WA kombinált hűtőszekrény	61993	Hőmérséklet szabályozás:	Igen	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_zanussi-zrt-18100-wa-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1112122.html
ZANUSSI ZRT 18100 WA kombinált hűtőszekrény	61993	Méretek (Szé / Ma / Mé):	50 cm x 121 cm x 61 cm	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_zanussi-zrt-18100-wa-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1112122.html
ZANUSSI ZRT 18100 WA kombinált hűtőszekrény	61993	Szín:	Fehér	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_zanussi-zrt-18100-wa-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1112122.html
ZANUSSI ZRT 18100 WA kombinált hűtőszekrény	61993	Kábelhossz:	1.6 m	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_zanussi-zrt-18100-wa-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1112122.html
ZANUSSI ZRT 18100 WA kombinált hűtőszekrény	61993	Szélesség:	50 cm	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_zanussi-zrt-18100-wa-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1112122.html
ZANUSSI ZRT 18100 WA kombinált hűtőszekrény	61993	Magasság:	121 cm	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_zanussi-zrt-18100-wa-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1112122.html
ZANUSSI ZRT 18100 WA kombinált hűtőszekrény	61993	Mélység:	61 cm	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_zanussi-zrt-18100-wa-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1112122.html
ZANUSSI ZRT 18100 WA kombinált hűtőszekrény	61993	Állítható lábak:	Igen - csak első	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_zanussi-zrt-18100-wa-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1112122.html
ZANUSSI ZRT 18100 WA kombinált hűtőszekrény	61993	Tömeg:	36.6 kg	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_zanussi-zrt-18100-wa-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1112122.html
ZANUSSI ZRT 18100 WA kombinált hűtőszekrény	61993	Jogi megjegyzések:	A termékek mellé Media Markt által kiállított jótállási jegyet mellékelünk, amely megfelel a mindenkor hatályos jogszabályi előírásoknak. Kérjük, hogy a termék mellett található gyártói és a Media Markt által kiállított jótállási jegyet, továbbá az ellenérték megfizetését igazoló bizonylatot (számla) együtt őrizze meg. A Media Markt által kiállított jótállási jeggyel a garanciális igények (jótállás, kellékszavatosság) teljeskörűen érvényesíthetők mind a gyártó szervizpartnereken, mind a Media Markt áruházak vevőszolgálatán keresztül.	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_zanussi-zrt-18100-wa-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1112122.html
ZANUSSI ZRT 18100 WA kombinált hűtőszekrény	61993	Gyártói garancia:	24 hónap	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_zanussi-zrt-18100-wa-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1112122.html
ZANUSSI ZRT 18100 WA kombinált hűtőszekrény	61993	Gyártói garancia hossza (hónap):	24	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_zanussi-zrt-18100-wa-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1112122.html
ZANUSSI ZRT 18100 WA kombinált hűtőszekrény	61993	Gyártó:	ZANUSSI	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_zanussi-zrt-18100-wa-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1112122.html
ZANUSSI ZRT 18100 WA kombinált hűtőszekrény	61993	Energiaosztály:	A+	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_zanussi-zrt-18100-wa-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1112122.html
ZANUSSI ZRT 18100 WA kombinált hűtőszekrény	61993	Éves energiafogyasztás:	205 kWh	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_zanussi-zrt-18100-wa-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1112122.html
ZANUSSI ZRT 18100 WA kombinált hűtőszekrény	61993	Nettó hűtő űrtartalom:	130 l	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_zanussi-zrt-18100-wa-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1112122.html
ZANUSSI ZRT 18100 WA kombinált hűtőszekrény	61993	Nettó fagyasztó űrtartalom:	41 l	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_zanussi-zrt-18100-wa-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1112122.html
ZANUSSI ZRT 18100 WA kombinált hűtőszekrény	61993	Csillagok száma:	4 csillagos	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_zanussi-zrt-18100-wa-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1112122.html
ZANUSSI ZRT 18100 WA kombinált hűtőszekrény	61993	Klímaosztály:	N, SN, ST	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_zanussi-zrt-18100-wa-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1112122.html
ZANUSSI ZRT 18100 WA kombinált hűtőszekrény	61993	Zajszint:	40 dB	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_zanussi-zrt-18100-wa-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1112122.html
ZANUSSI ZRT 18100 WA kombinált hűtőszekrény	61993	Energiahatékonysági skála:	A+++ to D	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_zanussi-zrt-18100-wa-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1112122.html
OK. OFK 35429 A1 kombinált hűtőszekrény	69996	Készülék típusa:	Alulfagyasztós hűtőszekrény	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_ok-ofk-35429-a1-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1278695.html
OK. OFK 35429 A1 kombinált hűtőszekrény	69996	Felépítés:	Szabadonálló készülék	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_ok-ofk-35429-a1-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1278695.html
OK. OFK 35429 A1 kombinált hűtőszekrény	69996	Csillagok száma:	3 csillagos	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_ok-ofk-35429-a1-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1278695.html
OK. OFK 35429 A1 kombinált hűtőszekrény	69996	Cikkszám:	1278695	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_ok-ofk-35429-a1-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1278695.html
OK. OFK 35429 A1 kombinált hűtőszekrény	69996	Leolvasztás a hűtőtérben:	Automatikus	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_ok-ofk-35429-a1-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1278695.html
OK. OFK 35429 A1 kombinált hűtőszekrény	69996	Rekeszek száma (hűtő):	1	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_ok-ofk-35429-a1-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1278695.html
OK. OFK 35429 A1 kombinált hűtőszekrény	69996	Ajtórekeszek száma:	4	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_ok-ofk-35429-a1-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1278695.html
OK. OFK 35429 A1 kombinált hűtőszekrény	69996	Polcok száma (hűtő):	4	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_ok-ofk-35429-a1-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1278695.html
OK. OFK 35429 A1 kombinált hűtőszekrény	69996	Fagyasztórekesz helyzete:	Alulfagyasztós	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_ok-ofk-35429-a1-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1278695.html
OK. OFK 35429 A1 kombinált hűtőszekrény	69996	Fagyasztórekeszek száma:	3	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_ok-ofk-35429-a1-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1278695.html
OK. OFK 35429 A1 kombinált hűtőszekrény	69996	Fagyasztó leolvasztása:	Manuális	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_ok-ofk-35429-a1-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1278695.html
OK. OFK 35429 A1 kombinált hűtőszekrény	69996	Ajtók száma:	2	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_ok-ofk-35429-a1-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1278695.html
OK. OFK 35429 A1 kombinált hűtőszekrény	69996	Különleges jellemzők:	Jégtartó	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_ok-ofk-35429-a1-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1278695.html
OK. OFK 35429 A1 kombinált hűtőszekrény	69996	Vezérlési elemek:	Mechanikus vezérlés	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_ok-ofk-35429-a1-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1278695.html
OK. OFK 35429 A1 kombinált hűtőszekrény	69996	Méretek (Szé / Ma / Mé):	57 cm x 175 cm x 63 cm	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_ok-ofk-35429-a1-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1278695.html
OK. OFK 35429 A1 kombinált hűtőszekrény	69996	Szín:	Inox	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_ok-ofk-35429-a1-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1278695.html
OK. OFK 35429 A1 kombinált hűtőszekrény	69996	Szélesség:	57 cm	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_ok-ofk-35429-a1-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1278695.html
OK. OFK 35429 A1 kombinált hűtőszekrény	69996	Magasság:	175 cm	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_ok-ofk-35429-a1-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1278695.html
OK. OFK 35429 A1 kombinált hűtőszekrény	69996	Mélység:	63 cm	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_ok-ofk-35429-a1-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1278695.html
OK. OFK 35429 A1 kombinált hűtőszekrény	69996	Tömeg:	51 kg	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_ok-ofk-35429-a1-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1278695.html
OK. OFK 35429 A1 kombinált hűtőszekrény	69996	Jogi megjegyzések:	A termékek mellé Media Markt által kiállított jótállási jegyet mellékelünk, amely megfelel a mindenkor hatályos jogszabályi előírásoknak. Kérjük, hogy a termék mellett található gyártói és a Media Markt által kiállított jótállási jegyet, továbbá az ellenérték megfizetését igazoló bizonylatot (számla) együtt őrizze meg. A Media Markt által kiállított jótállási jeggyel a garanciális igények (jótállás, kellékszavatosság) teljeskörűen érvényesíthetők mind a gyártó szervizpartnereken, mind a Media Markt áruházak vevőszolgálatán keresztül.	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_ok-ofk-35429-a1-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1278695.html
OK. OFK 35429 A1 kombinált hűtőszekrény	69996	Gyártói garancia:	36 hónap	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_ok-ofk-35429-a1-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1278695.html
OK. OFK 35429 A1 kombinált hűtőszekrény	69996	Gyártói garancia hossza (hónap):	36	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_ok-ofk-35429-a1-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1278695.html
OK. OFK 35429 A1 kombinált hűtőszekrény	69996	Gyártó:	OK.	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_ok-ofk-35429-a1-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1278695.html
OK. OFK 35429 A1 kombinált hűtőszekrény	69996	Energiaosztály:	A+	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_ok-ofk-35429-a1-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1278695.html
OK. OFK 35429 A1 kombinált hűtőszekrény	69996	Éves energiafogyasztás:	257 kWh	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_ok-ofk-35429-a1-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1278695.html
OK. OFK 35429 A1 kombinált hűtőszekrény	69996	Nettó hűtő űrtartalom:	184 l	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_ok-ofk-35429-a1-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1278695.html
OK. OFK 35429 A1 kombinált hűtőszekrény	69996	Nettó fagyasztó űrtartalom:	84 l	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_ok-ofk-35429-a1-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1278695.html
OK. OFK 35429 A1 kombinált hűtőszekrény	69996	Csillagok száma:	3 csillagos	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_ok-ofk-35429-a1-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1278695.html
OK. OFK 35429 A1 kombinált hűtőszekrény	69996	Zajszint:	40 dB	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_ok-ofk-35429-a1-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1278695.html
OK. OFK 35429 A1 kombinált hűtőszekrény	69996	Energiahatékonysági skála:	A+++ to D	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_ok-ofk-35429-a1-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1278695.html
CANDY CCTOS 482 WH hűtőszekrény	42799	Készülék típusa:	Kombinált hűtőszekrény	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_candy-cctos-482-wh-h%C5%B1t%C5%91szekr%C3%A9ny-1153176.html
CANDY CCTOS 482 WH hűtőszekrény	42799	Nettó kapacitás:	87 l	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_candy-cctos-482-wh-h%C5%B1t%C5%91szekr%C3%A9ny-1153176.html
CANDY CCTOS 482 WH hűtőszekrény	42799	Cikkszám:	1153176	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_candy-cctos-482-wh-h%C5%B1t%C5%91szekr%C3%A9ny-1153176.html
CANDY CCTOS 482 WH hűtőszekrény	42799	Leolvasztás a hűtőtérben:	Automatikus	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_candy-cctos-482-wh-h%C5%B1t%C5%91szekr%C3%A9ny-1153176.html
CANDY CCTOS 482 WH hűtőszekrény	42799	Rekeszek száma (hűtő):	1	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_candy-cctos-482-wh-h%C5%B1t%C5%91szekr%C3%A9ny-1153176.html
CANDY CCTOS 482 WH hűtőszekrény	42799	Ajtórekeszek száma:	3	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_candy-cctos-482-wh-h%C5%B1t%C5%91szekr%C3%A9ny-1153176.html
CANDY CCTOS 482 WH hűtőszekrény	42799	Polcok száma (hűtő):	3	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_candy-cctos-482-wh-h%C5%B1t%C5%91szekr%C3%A9ny-1153176.html
CANDY CCTOS 482 WH hűtőszekrény	42799	Polc anyaga:	Üveg	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_candy-cctos-482-wh-h%C5%B1t%C5%91szekr%C3%A9ny-1153176.html
CANDY CCTOS 482 WH hűtőszekrény	42799	Ajtók száma:	1	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_candy-cctos-482-wh-h%C5%B1t%C5%91szekr%C3%A9ny-1153176.html
CANDY CCTOS 482 WH hűtőszekrény	42799	Belső világítás:	Igen	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_candy-cctos-482-wh-h%C5%B1t%C5%91szekr%C3%A9ny-1153176.html
CANDY CCTOS 482 WH hűtőszekrény	42799	Különleges jellemzők:	Hagyományos vezérlés, Belső világítás	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_candy-cctos-482-wh-h%C5%B1t%C5%91szekr%C3%A9ny-1153176.html
CANDY CCTOS 482 WH hűtőszekrény	42799	Hőmérséklet szabályozás:	Igen	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_candy-cctos-482-wh-h%C5%B1t%C5%91szekr%C3%A9ny-1153176.html
CANDY CCTOS 482 WH hűtőszekrény	42799	Frekvencia:	50 Hz	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_candy-cctos-482-wh-h%C5%B1t%C5%91szekr%C3%A9ny-1153176.html
CANDY CCTOS 482 WH hűtőszekrény	42799	Méretek (Szé / Ma / Mé):	48 cm x 84 cm x 50 cm	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_candy-cctos-482-wh-h%C5%B1t%C5%91szekr%C3%A9ny-1153176.html
CANDY CCTOS 482 WH hűtőszekrény	42799	Szín:	Fehér	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_candy-cctos-482-wh-h%C5%B1t%C5%91szekr%C3%A9ny-1153176.html
CANDY CCTOS 482 WH hűtőszekrény	42799	Szélesség:	48 cm	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_candy-cctos-482-wh-h%C5%B1t%C5%91szekr%C3%A9ny-1153176.html
CANDY CCTOS 482 WH hűtőszekrény	42799	Magasság:	84 cm	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_candy-cctos-482-wh-h%C5%B1t%C5%91szekr%C3%A9ny-1153176.html
CANDY CCTOS 482 WH hűtőszekrény	42799	Mélység:	50 cm	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_candy-cctos-482-wh-h%C5%B1t%C5%91szekr%C3%A9ny-1153176.html
CANDY CCTOS 482 WH hűtőszekrény	42799	Tömeg:	24 kg	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_candy-cctos-482-wh-h%C5%B1t%C5%91szekr%C3%A9ny-1153176.html
CANDY CCTOS 482 WH hűtőszekrény	42799	Jogi megjegyzések:	A termékek mellé Media Markt által kiállított jótállási jegyet mellékelünk, amely megfelel a mindenkor hatályos jogszabályi előírásoknak. Kérjük, hogy a termék mellett található gyártói és a Media Markt által kiállított jótállási jegyet, továbbá az ellenérték megfizetését igazoló bizonylatot (számla) együtt őrizze meg. A Media Markt által kiállított jótállási jeggyel a garanciális igények (jótállás, kellékszavatosság) teljeskörűen érvényesíthetők mind a gyártó szervizpartnereken, mind a Media Markt áruházak vevőszolgálatán keresztül.	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_candy-cctos-482-wh-h%C5%B1t%C5%91szekr%C3%A9ny-1153176.html
CANDY CCTOS 482 WH hűtőszekrény	42799	Gyártói garancia:	24 hónap	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_candy-cctos-482-wh-h%C5%B1t%C5%91szekr%C3%A9ny-1153176.html
CANDY CCTOS 482 WH hűtőszekrény	42799	Gyártói garancia hossza (hónap):	24	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_candy-cctos-482-wh-h%C5%B1t%C5%91szekr%C3%A9ny-1153176.html
CANDY CCTOS 482 WH hűtőszekrény	42799	Gyártó:	CANDY	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_candy-cctos-482-wh-h%C5%B1t%C5%91szekr%C3%A9ny-1153176.html
CANDY CCTOS 482 WH hűtőszekrény	42799	Energiaosztály:	A+	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_candy-cctos-482-wh-h%C5%B1t%C5%91szekr%C3%A9ny-1153176.html
CANDY CCTOS 482 WH hűtőszekrény	42799	Éves energiafogyasztás:	112 kWh	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_candy-cctos-482-wh-h%C5%B1t%C5%91szekr%C3%A9ny-1153176.html
CANDY CCTOS 482 WH hűtőszekrény	42799	Nettó hűtő űrtartalom:	87 l	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_candy-cctos-482-wh-h%C5%B1t%C5%91szekr%C3%A9ny-1153176.html
CANDY CCTOS 482 WH hűtőszekrény	42799	Klímaosztály:	ST	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_candy-cctos-482-wh-h%C5%B1t%C5%91szekr%C3%A9ny-1153176.html
CANDY CCTOS 482 WH hűtőszekrény	42799	Zajszint:	42 dB	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_candy-cctos-482-wh-h%C5%B1t%C5%91szekr%C3%A9ny-1153176.html
CANDY CCTOS 482 WH hűtőszekrény	42799	Energiahatékonysági skála:	A+++ to D	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_candy-cctos-482-wh-h%C5%B1t%C5%91szekr%C3%A9ny-1153176.html
WHIRLPOOL W5 721E OX kombinált hűtőszekrény	114999	Készülék típusa:	Kombinált hűtőszekrény	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_whirlpool-w5-721e-ox-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1294001.html
