item_links	website_category
/hu/product/_lg-gbb61swjzn-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1294119.html	mediamarkt_refrigerator_links
/hu/product/_candy-cctus-544wh-fagyaszt%C3%B3szekr%C3%A9ny-1196643.html	mediamarkt_refrigerator_links
/hu/product/_zanussi-zrt27100wa-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1112124.html	mediamarkt_refrigerator_links
/hu/product/_indesit-lr7-s2-w-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1209928.html	mediamarkt_refrigerator_links
/hu/product/_aeg-age52516nx-no-frost-fagyaszt%C3%B3szekr%C3%A9ny-1255790.html	mediamarkt_refrigerator_links
/hu/product/_whirlpool-w5-721e-w-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1294000.html	mediamarkt_refrigerator_links
/hu/product/_gorenje-rk-611-ps4-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1260861.html	mediamarkt_refrigerator_links
/hu/product/_whirlpool-w5-821e-w-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1294002.html	mediamarkt_refrigerator_links
/hu/product/_electrolux-ej2302aox2-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1139716.html	mediamarkt_refrigerator_links
/hu/product/_indesit-li7-s1-x-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1191059.html	mediamarkt_refrigerator_links
/hu/product/_bosch-kgv39vl31-s-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1140894.html	mediamarkt_refrigerator_links
/hu/product/_bosch-gsn-58-aw-35-fagyaszt%C3%B3szekr%C3%A9ny-1264261.html	mediamarkt_refrigerator_links
/hu/product/_gorenje-f-6181-aw-fagyaszt%C3%B3szekr%C3%A9ny-1094562.html	mediamarkt_refrigerator_links
/hu/product/_beko-rdsa-310m30-x-fel%C3%BClfagyaszt%C3%B3s-h%C5%B1t%C5%91-1234243.html	mediamarkt_refrigerator_links
/hu/product/_bomann-kb-340-w-h%C5%B1t%C5%91szekr%C3%A9ny-1299535.html	mediamarkt_refrigerator_links
/hu/product/_ok-ofk-34319-a2-fel%C3%BClfagyaszt%C3%B3s-h%C5%B1t%C5%91szekr%C3%A9ny-1254464.html	mediamarkt_refrigerator_links
/hu/product/_beko-rfsa-210k20w-fagyaszt%C3%B3szekr%C3%A9ny-1264315.html	mediamarkt_refrigerator_links
/hu/product/_zanussi-zrb-33103-wa-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1171044.html	mediamarkt_refrigerator_links
/hu/product/_electrolux-erf-4113-aow-h%C5%B1t%C5%91szekr%C3%A9ny-1171052.html	mediamarkt_refrigerator_links
