item_name	item_price	item_attribute_name	item_attribute	website_category	link
AEG AGE62221AW Fagyasztószekrény, 194 l, 5 fiók + 1 rekesz	136 990 Ft	Szín	fehér	edigital_refrigerator	https://edigital.hu/fagyasztoszekreny/aeg-age62221aw-fagyasztoszekreny-194-l-5-fiok-1-rekesz-p557501
AEG AGE62221AW Fagyasztószekrény, 194 l, 5 fiók + 1 rekesz	136 990 Ft	Szélesség (cm)	59,5	edigital_refrigerator	https://edigital.hu/fagyasztoszekreny/aeg-age62221aw-fagyasztoszekreny-194-l-5-fiok-1-rekesz-p557501
AEG AGE62221AW Fagyasztószekrény, 194 l, 5 fiók + 1 rekesz	136 990 Ft	Magasság (cm)	155	edigital_refrigerator	https://edigital.hu/fagyasztoszekreny/aeg-age62221aw-fagyasztoszekreny-194-l-5-fiok-1-rekesz-p557501
AEG AGE62221AW Fagyasztószekrény, 194 l, 5 fiók + 1 rekesz	136 990 Ft	Mélység (cm)	66,8	edigital_refrigerator	https://edigital.hu/fagyasztoszekreny/aeg-age62221aw-fagyasztoszekreny-194-l-5-fiok-1-rekesz-p557501
AEG AGE62221AW Fagyasztószekrény, 194 l, 5 fiók + 1 rekesz	136 990 Ft	Ajtók száma	1 db	edigital_refrigerator	https://edigital.hu/fagyasztoszekreny/aeg-age62221aw-fagyasztoszekreny-194-l-5-fiok-1-rekesz-p557501
AEG AGE62221AW Fagyasztószekrény, 194 l, 5 fiók + 1 rekesz	136 990 Ft	Fagyasztó űrtartalom	194 l	edigital_refrigerator	https://edigital.hu/fagyasztoszekreny/aeg-age62221aw-fagyasztoszekreny-194-l-5-fiok-1-rekesz-p557501
AEG AGE62221AW Fagyasztószekrény, 194 l, 5 fiók + 1 rekesz	136 990 Ft	Fagyasztó fiók	6 db	edigital_refrigerator	https://edigital.hu/fagyasztoszekreny/aeg-age62221aw-fagyasztoszekreny-194-l-5-fiok-1-rekesz-p557501
Beko GN-1416221 XP Side By Side hűtőszekrény, A+	324 990 Ft	Cikkszám	561394	edigital_refrigerator	https://edigital.hu/side-side-huto/beko-gn-1416221-xp-side-side-hutoszekreny-p561394
Beko GN-1416221 XP Side By Side hűtőszekrény, A+	324 990 Ft	Gyártó	BEKO	edigital_refrigerator	https://edigital.hu/side-side-huto/beko-gn-1416221-xp-side-side-hutoszekreny-p561394
Beko GN-1416221 XP Side By Side hűtőszekrény, A+	324 990 Ft	Garancia	5 éves	edigital_refrigerator	https://edigital.hu/side-side-huto/beko-gn-1416221-xp-side-side-hutoszekreny-p561394
Beko GN-1416221 XP Side By Side hűtőszekrény, A+	324 990 Ft	Kivitel	Szabadon álló	edigital_refrigerator	https://edigital.hu/side-side-huto/beko-gn-1416221-xp-side-side-hutoszekreny-p561394
Beko GN-1416221 XP Side By Side hűtőszekrény, A+	324 990 Ft	Típus	side by side (amerikai típusú)	edigital_refrigerator	https://edigital.hu/side-side-huto/beko-gn-1416221-xp-side-side-hutoszekreny-p561394
Beko GN-1416221 XP Side By Side hűtőszekrény, A+	324 990 Ft	Energiaosztály	A+	edigital_refrigerator	https://edigital.hu/side-side-huto/beko-gn-1416221-xp-side-side-hutoszekreny-p561394
Beko GN-1416221 XP Side By Side hűtőszekrény, A+	324 990 Ft	Energiafogyasztás (kWh)	455 kWh/év	edigital_refrigerator	https://edigital.hu/side-side-huto/beko-gn-1416221-xp-side-side-hutoszekreny-p561394
Beko GN-1416221 XP Side By Side hűtőszekrény, A+	324 990 Ft	Egyéb jellemzők	LCD kijelző, Biztonsági üvegpolc, Neo Frost hűtési rendszer	edigital_refrigerator	https://edigital.hu/side-side-huto/beko-gn-1416221-xp-side-side-hutoszekreny-p561394
Beko GN-1416221 XP Side By Side hűtőszekrény, A+	324 990 Ft	Szín	szürke	edigital_refrigerator	https://edigital.hu/side-side-huto/beko-gn-1416221-xp-side-side-hutoszekreny-p561394
Beko GN-1416221 XP Side By Side hűtőszekrény, A+	324 990 Ft	Szélesség (cm)	90,8	edigital_refrigerator	https://edigital.hu/side-side-huto/beko-gn-1416221-xp-side-side-hutoszekreny-p561394
Beko GN-1416221 XP Side By Side hűtőszekrény, A+	324 990 Ft	Magasság (cm)	182	edigital_refrigerator	https://edigital.hu/side-side-huto/beko-gn-1416221-xp-side-side-hutoszekreny-p561394
Beko GN-1416221 XP Side By Side hűtőszekrény, A+	324 990 Ft	Mélység (cm)	75,8	edigital_refrigerator	https://edigital.hu/side-side-huto/beko-gn-1416221-xp-side-side-hutoszekreny-p561394
Beko GN-1416221 XP Side By Side hűtőszekrény, A+	324 990 Ft	Ajtók száma	4 db	edigital_refrigerator	https://edigital.hu/side-side-huto/beko-gn-1416221-xp-side-side-hutoszekreny-p561394
Beko GN-1416221 XP Side By Side hűtőszekrény, A+	324 990 Ft	Hűtő űrtartalom	376 l	edigital_refrigerator	https://edigital.hu/side-side-huto/beko-gn-1416221-xp-side-side-hutoszekreny-p561394
Beko GN-1416221 XP Side By Side hűtőszekrény, A+	324 990 Ft	Zöldségtároló fiók	2 db	edigital_refrigerator	https://edigital.hu/side-side-huto/beko-gn-1416221-xp-side-side-hutoszekreny-p561394
Beko GN-1416221 XP Side By Side hűtőszekrény, A+	324 990 Ft	Fagyasztó űrtartalom	165 l	edigital_refrigerator	https://edigital.hu/side-side-huto/beko-gn-1416221-xp-side-side-hutoszekreny-p561394
Gorenje NRK6192TX4 alulfagyasztós hűtőszekrény, A++	139 990 Ft	Cikkszám	574558	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/gorenje-nrk6192tx4-alulfagyasztos-hutoszekreny-p574558
Gorenje NRK6192TX4 alulfagyasztós hűtőszekrény, A++	139 990 Ft	Gyártó	GORENJE	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/gorenje-nrk6192tx4-alulfagyasztos-hutoszekreny-p574558
Gorenje NRK6192TX4 alulfagyasztós hűtőszekrény, A++	139 990 Ft	Garancia	3 éves	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/gorenje-nrk6192tx4-alulfagyasztos-hutoszekreny-p574558
Gorenje NRK6192TX4 alulfagyasztós hűtőszekrény, A++	139 990 Ft	Kivitel	Szabadon álló	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/gorenje-nrk6192tx4-alulfagyasztos-hutoszekreny-p574558
Gorenje NRK6192TX4 alulfagyasztós hűtőszekrény, A++	139 990 Ft	Típus	Kombinált hűtő-fagyasztó	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/gorenje-nrk6192tx4-alulfagyasztos-hutoszekreny-p574558
Gorenje NRK6192TX4 alulfagyasztós hűtőszekrény, A++	139 990 Ft	Energiaosztály	A++	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/gorenje-nrk6192tx4-alulfagyasztos-hutoszekreny-p574558
Gorenje NRK6192TX4 alulfagyasztós hűtőszekrény, A++	139 990 Ft	Energiafogyasztás (kWh)	0,64 kWh 235 kWh/év	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/gorenje-nrk6192tx4-alulfagyasztos-hutoszekreny-p574558
Gorenje NRK6192TX4 alulfagyasztós hűtőszekrény, A++	139 990 Ft	Egyéb jellemzők	NoFrost rendszer, LED kijelző, IonAir, Multiflow, EcoMode, Gyorshűtés funkció, Gyorsfagyasztás funkció, LED - csík világítás	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/gorenje-nrk6192tx4-alulfagyasztos-hutoszekreny-p574558
Gorenje NRK6192TX4 alulfagyasztós hűtőszekrény, A++	139 990 Ft	Tartozékok	vaj és sajtartó	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/gorenje-nrk6192tx4-alulfagyasztos-hutoszekreny-p574558
Gorenje NRK6192TX4 alulfagyasztós hűtőszekrény, A++	139 990 Ft	Szín	inox	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/gorenje-nrk6192tx4-alulfagyasztos-hutoszekreny-p574558
Gorenje NRK6192TX4 alulfagyasztós hűtőszekrény, A++	139 990 Ft	Szélesség (cm)	60 cm	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/gorenje-nrk6192tx4-alulfagyasztos-hutoszekreny-p574558
Gorenje NRK6192TX4 alulfagyasztós hűtőszekrény, A++	139 990 Ft	Magasság (cm)	185 cm	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/gorenje-nrk6192tx4-alulfagyasztos-hutoszekreny-p574558
Gorenje NRK6192TX4 alulfagyasztós hűtőszekrény, A++	139 990 Ft	Mélység (cm)	64 cm	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/gorenje-nrk6192tx4-alulfagyasztos-hutoszekreny-p574558
Gorenje NRK6192TX4 alulfagyasztós hűtőszekrény, A++	139 990 Ft	Súly (kg)	67,5 kg	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/gorenje-nrk6192tx4-alulfagyasztos-hutoszekreny-p574558
Gorenje NRK6192TX4 alulfagyasztós hűtőszekrény, A++	139 990 Ft	Ajtók száma	2 db	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/gorenje-nrk6192tx4-alulfagyasztos-hutoszekreny-p574558
Gorenje NRK6192TX4 alulfagyasztós hűtőszekrény, A++	139 990 Ft	Hűtő űrtartalom	231 l	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/gorenje-nrk6192tx4-alulfagyasztos-hutoszekreny-p574558
Gorenje NRK6192TX4 alulfagyasztós hűtőszekrény, A++	139 990 Ft	Hűtő polc	4 db	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/gorenje-nrk6192tx4-alulfagyasztos-hutoszekreny-p574558
Gorenje NRK6192TX4 alulfagyasztós hűtőszekrény, A++	139 990 Ft	Ajtórekesz	2 db	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/gorenje-nrk6192tx4-alulfagyasztos-hutoszekreny-p574558
Gorenje NRK6192TX4 alulfagyasztós hűtőszekrény, A++	139 990 Ft	Zöldségtároló fiók	1 db	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/gorenje-nrk6192tx4-alulfagyasztos-hutoszekreny-p574558
Gorenje NRK6192TX4 alulfagyasztós hűtőszekrény, A++	139 990 Ft	Fagyasztó űrtartalom	98 l	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/gorenje-nrk6192tx4-alulfagyasztos-hutoszekreny-p574558
Gorenje NRK6192TX4 alulfagyasztós hűtőszekrény, A++	139 990 Ft	Fagyasztó fiók	3 db	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/gorenje-nrk6192tx4-alulfagyasztos-hutoszekreny-p574558
Zanussi ZRA40100WA Hűtőszekrény, 185 cm, A+	99 990 Ft	Cikkszám	306685	edigital_refrigerator	https://edigital.hu/egyajtos-huto/zanussi-zra40100wa-hutoszekreny-185-cm-p306685
Zanussi ZRA40100WA Hűtőszekrény, 185 cm, A+	99 990 Ft	Gyártó	ZANUSSI	edigital_refrigerator	https://edigital.hu/egyajtos-huto/zanussi-zra40100wa-hutoszekreny-185-cm-p306685
Zanussi ZRA40100WA Hűtőszekrény, 185 cm, A+	99 990 Ft	Garancia	2 éves	edigital_refrigerator	https://edigital.hu/egyajtos-huto/zanussi-zra40100wa-hutoszekreny-185-cm-p306685
Zanussi ZRA40100WA Hűtőszekrény, 185 cm, A+	99 990 Ft	Kivitel	Szabadon álló	edigital_refrigerator	https://edigital.hu/egyajtos-huto/zanussi-zra40100wa-hutoszekreny-185-cm-p306685
Zanussi ZRA40100WA Hűtőszekrény, 185 cm, A+	99 990 Ft	Típus	egyajtós	edigital_refrigerator	https://edigital.hu/egyajtos-huto/zanussi-zra40100wa-hutoszekreny-185-cm-p306685
Zanussi ZRA40100WA Hűtőszekrény, 185 cm, A+	99 990 Ft	Energiaosztály	A+	edigital_refrigerator	https://edigital.hu/egyajtos-huto/zanussi-zra40100wa-hutoszekreny-185-cm-p306685
Zanussi ZRA40100WA Hűtőszekrény, 185 cm, A+	99 990 Ft	Energiafogyasztás (kWh)	156 /év	edigital_refrigerator	https://edigital.hu/egyajtos-huto/zanussi-zra40100wa-hutoszekreny-185-cm-p306685
Zanussi ZRA40100WA Hűtőszekrény, 185 cm, A+	99 990 Ft	Egyéb jellemzők	LED belső világítás, Megfordítható ajtónyílás, Hangjelzés, Automatikus leolvasztás, Állítható lábak, Hűtőtérvilágítás	edigital_refrigerator	https://edigital.hu/egyajtos-huto/zanussi-zra40100wa-hutoszekreny-185-cm-p306685
Zanussi ZRA40100WA Hűtőszekrény, 185 cm, A+	99 990 Ft	Tartozékok	tojástartó	edigital_refrigerator	https://edigital.hu/egyajtos-huto/zanussi-zra40100wa-hutoszekreny-185-cm-p306685
Zanussi ZRA40100WA Hűtőszekrény, 185 cm, A+	99 990 Ft	Szín	fehér	edigital_refrigerator	https://edigital.hu/egyajtos-huto/zanussi-zra40100wa-hutoszekreny-185-cm-p306685
Zanussi ZRA40100WA Hűtőszekrény, 185 cm, A+	99 990 Ft	Szélesség (cm)	59,5	edigital_refrigerator	https://edigital.hu/egyajtos-huto/zanussi-zra40100wa-hutoszekreny-185-cm-p306685
Zanussi ZRA40100WA Hűtőszekrény, 185 cm, A+	99 990 Ft	Magasság (cm)	185	edigital_refrigerator	https://edigital.hu/egyajtos-huto/zanussi-zra40100wa-hutoszekreny-185-cm-p306685
Zanussi ZRA40100WA Hűtőszekrény, 185 cm, A+	99 990 Ft	Mélység (cm)	65,8	edigital_refrigerator	https://edigital.hu/egyajtos-huto/zanussi-zra40100wa-hutoszekreny-185-cm-p306685
Zanussi ZRA40100WA Hűtőszekrény, 185 cm, A+	99 990 Ft	Súly (kg)	54	edigital_refrigerator	https://edigital.hu/egyajtos-huto/zanussi-zra40100wa-hutoszekreny-185-cm-p306685
Zanussi ZRA40100WA Hűtőszekrény, 185 cm, A+	99 990 Ft	Ajtók száma	1 db	edigital_refrigerator	https://edigital.hu/egyajtos-huto/zanussi-zra40100wa-hutoszekreny-185-cm-p306685
Zanussi ZRA40100WA Hűtőszekrény, 185 cm, A+	99 990 Ft	Hűtő űrtartalom	395 l	edigital_refrigerator	https://edigital.hu/egyajtos-huto/zanussi-zra40100wa-hutoszekreny-185-cm-p306685
Zanussi ZRA40100WA Hűtőszekrény, 185 cm, A+	99 990 Ft	Hűtő polc	5 db	edigital_refrigerator	https://edigital.hu/egyajtos-huto/zanussi-zra40100wa-hutoszekreny-185-cm-p306685
Zanussi ZRA40100WA Hűtőszekrény, 185 cm, A+	99 990 Ft	Ajtórekesz	5 db	edigital_refrigerator	https://edigital.hu/egyajtos-huto/zanussi-zra40100wa-hutoszekreny-185-cm-p306685
Zanussi ZRA40100WA Hűtőszekrény, 185 cm, A+	99 990 Ft	Zöldségtároló fiók	1 db	edigital_refrigerator	https://edigital.hu/egyajtos-huto/zanussi-zra40100wa-hutoszekreny-185-cm-p306685
Zanussi ZRA40100WA Hűtőszekrény, 185 cm, A+	99 990 Ft	Fagyasztó űrtartalom	nincs fagyasztó rész	edigital_refrigerator	https://edigital.hu/egyajtos-huto/zanussi-zra40100wa-hutoszekreny-185-cm-p306685
Zanussi ZRA40100WA Hűtőszekrény, 185 cm, A+	99 990 Ft	Fagyasztó leolvasztás	automatikus	edigital_refrigerator	https://edigital.hu/egyajtos-huto/zanussi-zra40100wa-hutoszekreny-185-cm-p306685
Zanussi ZRA40100WA Hűtőszekrény, 185 cm, A+	99 990 Ft	Fagyasztó polc	nincs	edigital_refrigerator	https://edigital.hu/egyajtos-huto/zanussi-zra40100wa-hutoszekreny-185-cm-p306685
Zanussi ZRA40100WA Hűtőszekrény, 185 cm, A+	99 990 Ft	Fagyasztó fiók	nincs	edigital_refrigerator	https://edigital.hu/egyajtos-huto/zanussi-zra40100wa-hutoszekreny-185-cm-p306685
Zanussi ZRA22800WA Hűtőszekrény, 125 cm, A+	69 990 Ft	Cikkszám	372453	edigital_refrigerator	https://edigital.hu/egyajtos-huto/zanussi-zra22800wa-hutoszekreny-125-cm-p372453
Zanussi ZRA22800WA Hűtőszekrény, 125 cm, A+	69 990 Ft	Gyártó	ZANUSSI	edigital_refrigerator	https://edigital.hu/egyajtos-huto/zanussi-zra22800wa-hutoszekreny-125-cm-p372453
Zanussi ZRA22800WA Hűtőszekrény, 125 cm, A+	69 990 Ft	Garancia	2 éves	edigital_refrigerator	https://edigital.hu/egyajtos-huto/zanussi-zra22800wa-hutoszekreny-125-cm-p372453
Zanussi ZRA22800WA Hűtőszekrény, 125 cm, A+	69 990 Ft	Kivitel	Szabadon álló	edigital_refrigerator	https://edigital.hu/egyajtos-huto/zanussi-zra22800wa-hutoszekreny-125-cm-p372453
Zanussi ZRA22800WA Hűtőszekrény, 125 cm, A+	69 990 Ft	Típus	felülfagyasztós	edigital_refrigerator	https://edigital.hu/egyajtos-huto/zanussi-zra22800wa-hutoszekreny-125-cm-p372453
Zanussi ZRA22800WA Hűtőszekrény, 125 cm, A+	69 990 Ft	Energiaosztály	A+	edigital_refrigerator	https://edigital.hu/egyajtos-huto/zanussi-zra22800wa-hutoszekreny-125-cm-p372453
Zanussi ZRA22800WA Hűtőszekrény, 125 cm, A+	69 990 Ft	Energiafogyasztás (kWh)	215 kWh/év	edigital_refrigerator	https://edigital.hu/egyajtos-huto/zanussi-zra22800wa-hutoszekreny-125-cm-p372453
Zanussi ZRA22800WA Hűtőszekrény, 125 cm, A+	69 990 Ft	Egyéb jellemzők	Belső világítás, Megfordítható ajtónyílás, Mechanikus vezérlés	edigital_refrigerator	https://edigital.hu/egyajtos-huto/zanussi-zra22800wa-hutoszekreny-125-cm-p372453
Zanussi ZRA22800WA Hűtőszekrény, 125 cm, A+	69 990 Ft	Szín	fehér	edigital_refrigerator	https://edigital.hu/egyajtos-huto/zanussi-zra22800wa-hutoszekreny-125-cm-p372453
Zanussi ZRA22800WA Hűtőszekrény, 125 cm, A+	69 990 Ft	Szélesség (cm)	55	edigital_refrigerator	https://edigital.hu/egyajtos-huto/zanussi-zra22800wa-hutoszekreny-125-cm-p372453
Zanussi ZRA22800WA Hűtőszekrény, 125 cm, A+	69 990 Ft	Magasság (cm)	125	edigital_refrigerator	https://edigital.hu/egyajtos-huto/zanussi-zra22800wa-hutoszekreny-125-cm-p372453
Zanussi ZRA22800WA Hűtőszekrény, 125 cm, A+	69 990 Ft	Mélység (cm)	61,2	edigital_refrigerator	https://edigital.hu/egyajtos-huto/zanussi-zra22800wa-hutoszekreny-125-cm-p372453
Zanussi ZRA22800WA Hűtőszekrény, 125 cm, A+	69 990 Ft	Súly (kg)	41,5	edigital_refrigerator	https://edigital.hu/egyajtos-huto/zanussi-zra22800wa-hutoszekreny-125-cm-p372453
Zanussi ZRA22800WA Hűtőszekrény, 125 cm, A+	69 990 Ft	Ajtók száma	1 db	edigital_refrigerator	https://edigital.hu/egyajtos-huto/zanussi-zra22800wa-hutoszekreny-125-cm-p372453
Zanussi ZRA22800WA Hűtőszekrény, 125 cm, A+	69 990 Ft	Hűtő űrtartalom	219 l	edigital_refrigerator	https://edigital.hu/egyajtos-huto/zanussi-zra22800wa-hutoszekreny-125-cm-p372453
Zanussi ZRA22800WA Hűtőszekrény, 125 cm, A+	69 990 Ft	Hűtő polc	4 db	edigital_refrigerator	https://edigital.hu/egyajtos-huto/zanussi-zra22800wa-hutoszekreny-125-cm-p372453
Zanussi ZRA22800WA Hűtőszekrény, 125 cm, A+	69 990 Ft	Ajtórekesz	4 db	edigital_refrigerator	https://edigital.hu/egyajtos-huto/zanussi-zra22800wa-hutoszekreny-125-cm-p372453
Zanussi ZRA22800WA Hűtőszekrény, 125 cm, A+	69 990 Ft	Zöldségtároló fiók	1 db	edigital_refrigerator	https://edigital.hu/egyajtos-huto/zanussi-zra22800wa-hutoszekreny-125-cm-p372453
Zanussi ZRA22800WA Hűtőszekrény, 125 cm, A+	69 990 Ft	Fagyasztó űrtartalom	18 l	edigital_refrigerator	https://edigital.hu/egyajtos-huto/zanussi-zra22800wa-hutoszekreny-125-cm-p372453
Zanussi ZRA22800WA Hűtőszekrény, 125 cm, A+	69 990 Ft	Fagyasztó polc	1 db	edigital_refrigerator	https://edigital.hu/egyajtos-huto/zanussi-zra22800wa-hutoszekreny-125-cm-p372453
Zanussi ZRA22800WA Hűtőszekrény, 125 cm, A+	69 990 Ft	Fagyasztó fiók	nincs	edigital_refrigerator	https://edigital.hu/egyajtos-huto/zanussi-zra22800wa-hutoszekreny-125-cm-p372453
Bosch KIV34X20 beépíthető hűtőszekrény	147 990 Ft	Cikkszám	67882	edigital_refrigerator	https://edigital.hu/beepitheto-huto/bosch-kiv34x20-beepitheto-hutoszekreny-p67882
Bosch KIV34X20 beépíthető hűtőszekrény	147 990 Ft	Gyártó	BOSCH	edigital_refrigerator	https://edigital.hu/beepitheto-huto/bosch-kiv34x20-beepitheto-hutoszekreny-p67882
Bosch KIV34X20 beépíthető hűtőszekrény	147 990 Ft	Garancia	2 éves	edigital_refrigerator	https://edigital.hu/beepitheto-huto/bosch-kiv34x20-beepitheto-hutoszekreny-p67882
Bosch KIV34X20 beépíthető hűtőszekrény	147 990 Ft	Kivitel	Beépíthető	edigital_refrigerator	https://edigital.hu/beepitheto-huto/bosch-kiv34x20-beepitheto-hutoszekreny-p67882
Bosch KIV34X20 beépíthető hűtőszekrény	147 990 Ft	Típus	alulfagyasztós	edigital_refrigerator	https://edigital.hu/beepitheto-huto/bosch-kiv34x20-beepitheto-hutoszekreny-p67882
Bosch KIV34X20 beépíthető hűtőszekrény	147 990 Ft	Energiaosztály	A+	edigital_refrigerator	https://edigital.hu/beepitheto-huto/bosch-kiv34x20-beepitheto-hutoszekreny-p67882
Bosch KIV34X20 beépíthető hűtőszekrény	147 990 Ft	Energiafogyasztás (kWh)	279 kWh/év	edigital_refrigerator	https://edigital.hu/beepitheto-huto/bosch-kiv34x20-beepitheto-hutoszekreny-p67882
Bosch KIV34X20 beépíthető hűtőszekrény	147 990 Ft	Egyéb jellemzők	Antibakteriális védelem, Belső világítás, Megfordítható ajtónyílás	edigital_refrigerator	https://edigital.hu/beepitheto-huto/bosch-kiv34x20-beepitheto-hutoszekreny-p67882
Bosch KIV34X20 beépíthető hűtőszekrény	147 990 Ft	Tartozékok	tojástartó, tejterméktartó	edigital_refrigerator	https://edigital.hu/beepitheto-huto/bosch-kiv34x20-beepitheto-hutoszekreny-p67882
Bosch KIV34X20 beépíthető hűtőszekrény	147 990 Ft	Szélesség (cm)	56,2	edigital_refrigerator	https://edigital.hu/beepitheto-huto/bosch-kiv34x20-beepitheto-hutoszekreny-p67882
Bosch KIV34X20 beépíthető hűtőszekrény	147 990 Ft	Magasság (cm)	177,5	edigital_refrigerator	https://edigital.hu/beepitheto-huto/bosch-kiv34x20-beepitheto-hutoszekreny-p67882
Bosch KIV34X20 beépíthető hűtőszekrény	147 990 Ft	Mélység (cm)	55	edigital_refrigerator	https://edigital.hu/beepitheto-huto/bosch-kiv34x20-beepitheto-hutoszekreny-p67882
Bosch KIV34X20 beépíthető hűtőszekrény	147 990 Ft	Ajtók száma	2 db	edigital_refrigerator	https://edigital.hu/beepitheto-huto/bosch-kiv34x20-beepitheto-hutoszekreny-p67882
Bosch KIV34X20 beépíthető hűtőszekrény	147 990 Ft	Hűtő űrtartalom	203 l	edigital_refrigerator	https://edigital.hu/beepitheto-huto/bosch-kiv34x20-beepitheto-hutoszekreny-p67882
Bosch KIV34X20 beépíthető hűtőszekrény	147 990 Ft	Hűtő polc	4 db	edigital_refrigerator	https://edigital.hu/beepitheto-huto/bosch-kiv34x20-beepitheto-hutoszekreny-p67882
Bosch KIV34X20 beépíthető hűtőszekrény	147 990 Ft	Ajtórekesz	4 db	edigital_refrigerator	https://edigital.hu/beepitheto-huto/bosch-kiv34x20-beepitheto-hutoszekreny-p67882
Bosch KIV34X20 beépíthető hűtőszekrény	147 990 Ft	Zöldségtároló fiók	1 db	edigital_refrigerator	https://edigital.hu/beepitheto-huto/bosch-kiv34x20-beepitheto-hutoszekreny-p67882
Bosch KIV34X20 beépíthető hűtőszekrény	147 990 Ft	Fagyasztó űrtartalom	72 l	edigital_refrigerator	https://edigital.hu/beepitheto-huto/bosch-kiv34x20-beepitheto-hutoszekreny-p67882
Bosch KIV34X20 beépíthető hűtőszekrény	147 990 Ft	Fagyasztó leolvasztás	manuális	edigital_refrigerator	https://edigital.hu/beepitheto-huto/bosch-kiv34x20-beepitheto-hutoszekreny-p67882
Bosch KIV34X20 beépíthető hűtőszekrény	147 990 Ft	Fagyasztó polc	nincs	edigital_refrigerator	https://edigital.hu/beepitheto-huto/bosch-kiv34x20-beepitheto-hutoszekreny-p67882
Bosch KIV34X20 beépíthető hűtőszekrény	147 990 Ft	Fagyasztó fiók	3 db	edigital_refrigerator	https://edigital.hu/beepitheto-huto/bosch-kiv34x20-beepitheto-hutoszekreny-p67882
Zanussi ZRB36104XA Kombinált hűtőszekrény, 185 cm, A++	114 990 Ft	Cikkszám	367906	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/zanussi-zrb36104xa-kombinalt-hutoszekreny-185-cm-p367906
Zanussi ZRB36104XA Kombinált hűtőszekrény, 185 cm, A++	114 990 Ft	Gyártó	ZANUSSI	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/zanussi-zrb36104xa-kombinalt-hutoszekreny-185-cm-p367906
Zanussi ZRB36104XA Kombinált hűtőszekrény, 185 cm, A++	114 990 Ft	Garancia	2 éves	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/zanussi-zrb36104xa-kombinalt-hutoszekreny-185-cm-p367906
Zanussi ZRB36104XA Kombinált hűtőszekrény, 185 cm, A++	114 990 Ft	Kivitel	Szabadon álló	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/zanussi-zrb36104xa-kombinalt-hutoszekreny-185-cm-p367906
Zanussi ZRB36104XA Kombinált hűtőszekrény, 185 cm, A++	114 990 Ft	Típus	alulfagyasztós	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/zanussi-zrb36104xa-kombinalt-hutoszekreny-185-cm-p367906
Zanussi ZRB36104XA Kombinált hűtőszekrény, 185 cm, A++	114 990 Ft	Energiaosztály	A++	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/zanussi-zrb36104xa-kombinalt-hutoszekreny-185-cm-p367906
Zanussi ZRB36104XA Kombinált hűtőszekrény, 185 cm, A++	114 990 Ft	Energiafogyasztás (kWh)	242 kWh/év	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/zanussi-zrb36104xa-kombinalt-hutoszekreny-185-cm-p367906
Zanussi ZRB36104XA Kombinált hűtőszekrény, 185 cm, A++	114 990 Ft	Egyéb jellemzők	LED belső világítás, Belső világítás, Megfordítható ajtónyílás, Automatikus leolvasztás, Állítható lábak, Hűtőtérvilágítás, Állítható polcmagasság	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/zanussi-zrb36104xa-kombinalt-hutoszekreny-185-cm-p367906
Zanussi ZRB36104XA Kombinált hűtőszekrény, 185 cm, A++	114 990 Ft	Tartozékok	zöldségtartó fiók, palacktartó rács	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/zanussi-zrb36104xa-kombinalt-hutoszekreny-185-cm-p367906
Zanussi ZRB36104XA Kombinált hűtőszekrény, 185 cm, A++	114 990 Ft	Szín	inox, szürke	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/zanussi-zrb36104xa-kombinalt-hutoszekreny-185-cm-p367906
Zanussi ZRB36104XA Kombinált hűtőszekrény, 185 cm, A++	114 990 Ft	Szélesség (cm)	59,5	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/zanussi-zrb36104xa-kombinalt-hutoszekreny-185-cm-p367906
