"item_name_short"|"colour"|"item_name"|"producer"|"type"|"energy_class"|"energy_consumption"|"guarantee_month"|"width_cm"|"height_cm"|"depth_cm"|"weight_kg"|"n_doors"|"cooling_capacity_l"|"freezing_capacity_l"|"item_price_edigital"|"link_edigital"|"articleID_edigital"|"item_price_mediamarkt"|"link_mediamarkt"|"articleID_mediamarkt"|"website"|"common_item_id"
"Gorenje RKI4182E1"|NA|"Gorenje RKI4182E1 beépíthetõ hûtõszekrény"|"GORENJE"|"Refrigerator"|"A++"|215|36|56|178|57|61|2|189|71|144990|"https://edigital.hu/beepitheto-huto/gorenje-rki4182e1-beepitheto-hutoszekreny-p508675"|508675|NA|NA|NA|"edigital"|341
"Gorenje RKI5182A1"|"white"|"Gorenje RKI5182A1 beépíthetõ, alulfagyasztós hûtõszekrény A++"|"GORENJE"|"Refrigerator"|"A++"|225|36|55|177|54|68|2|190|73|177900|"https://edigital.hu/beepitheto-huto/gorenje-rki5182a1-beepitheto-alulfagyasztos-hutoszekreny-p652670"|652670|NA|NA|NA|"edigital"|342
"Guzzanti GZ 12"|"black"|"Guzzanti GZ 12 borhûtõ"|"GUZZANTI"|"Wine refrigerator"|"B"|237|12|25|64|50|14|1|35|NA|38990|"https://edigital.hu/borhuto/guzzanti-gz-12-borhuto-p564217"|564217|NA|NA|NA|"edigital"|343
"Guzzanti GZ 16"|"black"|"Guzzanti GZ 16 borhûtõ"|"GUZZANTI"|"Wine refrigerator"|NA|292|12|43|52|48|13|1|48|NA|50590|"https://edigital.hu/borhuto/guzzanti-gz-16-borhuto-p564301"|564301|NA|NA|NA|"edigital"|344
"Guzzanti GZ 34"|"black"|"Guzzanti GZ 34 borhûtõ"|"GUZZANTI"|"Wine refrigerator"|"B"|162|12|85|48|43|26|1|98|NA|80790|"https://edigital.hu/borhuto/guzzanti-gz-34-borhuto-p564071"|564071|NA|NA|NA|"edigital"|345
"HAIER A3FE635CMJ"|"grey"|"HAIER A3FE635CMJ No Frost kombinált hûtõszekrény"|"HAIER"|NA|"A+"|337|24|60|190|67|83|1|233|97|NA|NA|NA|183999|"https://www.mediamarkt.hu/hu/product/_haier-a3fe635cmj-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1277858.html"|1277858|"mediamarkt"|346
"HAIER BD103RAA"|"white"|"HAIER BD-103RAA fagyasztóláda"|"HAIER"|"Freezer"|"A+"|172|24|NA|NA|NA|NA|NA|NA|103|NA|NA|NA|47793|"https://www.mediamarkt.hu/hu/product/_haier-bd-103raa-fagyaszt%C3%B3l%C3%A1da-1266771.html"|1266771|"mediamarkt"|347
"HAIER HB14FMAA"|"grey"|"HAIER HB14FMAA No Frost kombinált hûtõszekrény"|"HAIER"|NA|"A+"|335|24|77|190|77|95|NA|274|108|NA|NA|NA|200993|"https://www.mediamarkt.hu/hu/product/_haier-hb14fmaa-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1201798.html"|1201798|"mediamarkt"|348
"HAIER HB14FMAA"|"grey"|"Haier HB14FMAA No Frost alulfagyasztós hûtõszekrény"|"HAIER"|"Refrigerator"|"A+"|335|24|70|180|71|NA|NA|274|108|179990|"https://edigital.hu/alulfagyasztos-huto/haier-hb14fmaa-no-frost-alulfagyasztos-hutoszekreny-p448784"|448784|NA|NA|NA|"edigital"|348
"HAIER HRF450DS6"|"grey"|"HAIER HRF-450DS6 side by side hûtõszekrény"|"HAIER"|"Refrigerator"|"A+"|385|24|83|179|66|92|2|270|177|NA|NA|NA|189996|"https://www.mediamarkt.hu/hu/product/_haier-hrf-450ds6-side-by-side-h%C5%B1t%C5%91szekr%C3%A9ny-1234759.html"|1234759|"mediamarkt"|349
"HAIER HRF450DS6"|"grey"|"Haier HRF-450DS6 side by side hûtõszekrény, A+"|"HAIER"|"Refrigerator"|"A+"|370|24|83|179|66|92|NA|273|177|164990|"https://edigital.hu/side-side-huto/haier-hrf-450ds6-side-side-hutoszekreny-p508177"|508177|NA|NA|NA|"edigital"|349
"HAIER HRF521DM6"|"grey"|"HAIER HRF-521DM6 Side by side NO FROST hûtõszekrény"|"HAIER"|"Refrigerator"|NA|435|24|91|179|66|108|2|341|177|184990|"https://edigital.hu/side-side-huto/haier-hrf-521dm6-side-side-no-frost-hutoszekreny-p599150"|599150|NA|NA|NA|"edigital"|350
"HAIER HRF521DM6"|"grey"|"HAIER HRF-521DM6 side by side hûtõszekrény"|"HAIER"|NA|"A+"|435|24|91|179|66|115|NA|343|178|NA|NA|NA|192993|"https://www.mediamarkt.hu/hu/product/_haier-hrf-521dm6-side-by-side-h%C5%B1t%C5%91szekr%C3%A9ny-1197475.html"|1197475|"mediamarkt"|350
"HAIER HRF522IG6"|"grey"|"HAIER HRF-522IG6 side by side hûtõszekrény"|"HAIER"|NA|"A+"|350|24|91|179|66|100|2|331|169|NA|NA|NA|238993|"https://www.mediamarkt.hu/hu/product/_haier-hrf-522ig6-side-by-side-h%C5%B1t%C5%91szekr%C3%A9ny-1277859.html"|1277859|"mediamarkt"|351
"HAIER HRF522IG6"|"grey"|"Haier HRF-522IG6 side by side hûtõszekrény, A+"|"HAIER"|"Refrigerator"|"A+"|350|24|91|179|66|100|2|331|169|199990|"https://edigital.hu/side-side-huto/haier-hrf-522ig6-side-side-hutoszekreny-p664406"|664406|NA|NA|NA|"edigital"|351
"HAIER HRF522IG7"|"grey"|"HAIER HRF-522IG7 side by side hûtõszekrény"|"HAIER"|NA|"A++"|332|24|91|179|66|100|2|331|169|NA|NA|NA|252993|"https://www.mediamarkt.hu/hu/product/_haier-hrf-522ig7-side-by-side-h%C5%B1t%C5%91szekr%C3%A9ny-1277860.html"|1277860|"mediamarkt"|352
"HAUSMEISTER HM 1840"|"white"|"HAUSMEISTER HM 1840 fagyasztószekrény"|"HAUSMEISTER"|"Freezer"|"A+"|260|12|60|150|63|45|NA|NA|220|NA|NA|NA|89796|"https://www.mediamarkt.hu/hu/product/_hausmeister-hm-1840-fagyaszt%C3%B3szekr%C3%A9ny-1080066.html"|1080066|"mediamarkt"|353
"HAUSMEISTER HM 3101"|"white"|"HAUSMEISTER HM 3101 hûtõszekrény"|"HAUSMEISTER"|"Refrigerator"|"A+"|106|12|44|50|49|31|NA|46|NA|NA|NA|NA|32793|"https://www.mediamarkt.hu/hu/product/_hausmeister-hm-3101-h%C5%B1t%C5%91szekr%C3%A9ny-1095386.html"|1095386|"mediamarkt"|354
"HITACHI RBG410PRU6X"|"beige"|"HITACHI R-BG410PRU6X (GBE) No Frost kombinált hûtõszekrény"|"HITACHI"|NA|"A++"|219|48|60|190|65|NA|NA|215|115|NA|NA|NA|259693|"https://www.mediamarkt.hu/hu/product/_hitachi-r-bg410pru6x-gbe-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1272616.html"|1272616|"mediamarkt"|355
"HITACHI RBG410PRU6X"|"black"|"HITACHI R-BG410PRU6X (GBK) No Frost kombinált hûtõszekrény"|"HITACHI"|NA|"A++"|219|48|60|190|65|NA|NA|215|115|NA|NA|NA|290596|"https://www.mediamarkt.hu/hu/product/_hitachi-r-bg410pru6x-gbk-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1272614.html"|1272614|"mediamarkt"|356
"HITACHI RBG410PRU6X"|"black, grey"|"HITACHI R-BG410PRU6X (XGR) No Frost kombinált hûtõszekrény"|"HITACHI"|NA|"A++"|219|48|60|190|65|NA|NA|215|115|NA|NA|NA|289793|"https://www.mediamarkt.hu/hu/product/_hitachi-r-bg410pru6x-xgr-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1272615.html"|1272615|"mediamarkt"|357
"HITACHI RWB550PRU2"|"black"|"HITACHI R-WB550PRU2 (GBK) No Frost kombinált hûtõszekrény"|"HITACHI"|NA|"A+"|350|48|75|178|76|96|NA|335|94|NA|NA|NA|367993|"https://www.mediamarkt.hu/hu/product/_hitachi-r-wb550pru2-gbk-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1272612.html"|1272612|"mediamarkt"|358
"HOTPOINT ARISTON ENBYH 19323"|"grey"|"HOTPOINT ARISTON ENBYH 19323 FW O3 kombinált hûtõszekrény"|"HOTPOINT ARISTON"|"Refrigerator"|"A++"|324|24|70|196|76|85|NA|299|144|NA|NA|NA|198999|"https://www.mediamarkt.hu/hu/product/_hotpoint-ariston-enbyh-19323-fw-o3-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1120186.html"|1120186|"mediamarkt"|359
"HOTPOINT ARISTON ENBYH 19323"|"grey"|"Hotpoint Ariston ENBYH 19323 FW O3 alulfagyasztós hûtõszekrény A++ No Frost 70cm széles"|"HOTPOINT ARISTON"|"Refrigerator"|"A++"|328|24|70|196|76|4|2|301|148|189990|"https://edigital.hu/alulfagyasztos-huto/hotpoint-ariston-enbyh-19323-fw-o3-alulfagyasztos-hutoszekreny-no-frost-70cm-szeles-p382705"|382705|NA|NA|NA|"edigital"|359
"HOTPOINT ARISTON ENTM 18210"|"white"|"HOTPOINT ARISTON ENTM 18210 VW kombinált hûtõszekrény"|"HOTPOINT ARISTON"|"Refrigerator"|"A+"|326|24|70|181|67|50|NA|332|83|NA|NA|NA|118999|"https://www.mediamarkt.hu/hu/product/_hotpoint-ariston-entm-18210-vw-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1108528.html"|1108528|"mediamarkt"|360
"HOTPOINT ARISTON ENTM 18210"|"white"|"Hotpoint Ariston ENTM 18210 VW felülfagyasztós hûtõszekrény"|"HOTPOINT ARISTON"|"Refrigerator"|"A+"|326|24|68|180|70|NA|2|340|95|114990|"https://edigital.hu/felulfagyasztos-huto/hotpoint-ariston-entm-18210-vw-felulfagyasztos-hutoszekreny-p238407"|238407|NA|NA|NA|"edigital"|360
"HOTPOINT ARISTON ENTM 18220"|"grey"|"HOTPOINT ARISTON ENTM 18220 VW kombinált hûtõszekrény"|"HOTPOINT ARISTON"|"Refrigerator"|"A+"|326|24|70|181|67|40|2|332|82|NA|NA|NA|122999|"https://www.mediamarkt.hu/hu/product/_hotpoint-ariston-entm-18220-vw-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1108529.html"|1108529|"mediamarkt"|361
"HOTPOINT ARISTON ENTM 18220"|"grey"|"Hotpoint Ariston ENTM 18220 VW felülfagyasztós hûtõszekrény, A+"|"HOTPOINT ARISTON"|NA|"A+"|326|24|70|180|66|NA|NA|341|94|124990|"https://edigital.hu/felulfagyasztos-huto/hotpoint-ariston-entm-18220-vw-felulfagyasztos-hutoszekreny-p562765"|562765|NA|NA|NA|"edigital"|361
"HOTPOINT ARISTON ENTM 182A0"|"grey"|"HOTPOINT ARISTON ENTM 182A0 VW kombinált hûtõszekrény"|"HOTPOINT ARISTON"|"Refrigerator"|"A+"|326|24|70|181|67|68|NA|332|82|NA|NA|NA|117996|"https://www.mediamarkt.hu/hu/product/_hotpoint-ariston-entm-182a0-vw-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1136029.html"|1136029|"mediamarkt"|362
"HOTPOINT ARISTON ENTM 182A0"|"grey"|"Hotpoint Ariston ENTM 182A0 VW felülfagyasztós hûtõszekrény"|"HOTPOINT ARISTON"|"Refrigerator"|"A+"|341|24|70|180|68|NA|2|341|94|119990|"https://edigital.hu/felulfagyasztos-huto/hotpoint-ariston-entm-182a0-vw-felulfagyasztos-hutoszekreny-p381667"|381667|NA|NA|NA|"edigital"|362
"HOTPOINT ARISTON SXBHAE 925"|"black"|"HOTPOINT ARISTON SXBHAE 925 No Frost side by side hûtõszekrény"|"HOTPOINT ARISTON"|"Refrigerator"|"A+"|430|24|90|179|75|NA|2|339|171|NA|NA|NA|302999|"https://www.mediamarkt.hu/hu/product/_hotpoint-ariston-sxbhae-925-no-frost-side-by-side-h%C5%B1t%C5%91szekr%C3%A9ny-1260019.html"|1260019|"mediamarkt"|363
"HYUNDAI FSB050WW8"|"white"|"HYUNDAI FSB050WW8 fagyasztószekrény"|"HYUNDAI"|NA|"A+"|153|24|44|51|49|19|NA|NA|34|NA|NA|NA|39796|"https://www.mediamarkt.hu/hu/product/_hyundai-fsb050ww8-fagyaszt%C3%B3szekr%C3%A9ny-1122233.html"|1122233|"mediamarkt"|364
"HYUNDAI FSB050WW8"|"white"|"Hyundai FSB050WW8 fagyasztó szekrény"|"HYUNDAI"|"Freezer"|"A+"|153|24|44|51|49|NA|1|0|34|39990|"https://edigital.hu/fagyasztoszekreny/hyundai-fsb050ww8-fagyaszto-szekreny-p292022"|292022|NA|NA|NA|"edigital"|364
"HYUNDAI HYURSC050WW8"|"white"|"HYUNDAI HYURSC050WW8 hûtõszekrény"|"HYUNDAI"|"Refrigerator"|"A+"|110|24|44|51|47|17|NA|42|4|NA|NA|NA|35499|"https://www.mediamarkt.hu/hu/product/_hyundai-hyursc050ww8-h%C5%B1t%C5%91szekr%C3%A9ny-1122232.html"|1122232|"mediamarkt"|365
"HYUNDAI VIN6"|"black"|"HYUNDAI VIN6 borhûtõ"|"HYUNDAI"|"Wine refrigerator"|"A+"|NA|24|25|51|38|8|NA|16|NA|32990|"https://edigital.hu/borhuto/hyundai-vin6-borhuto-p363001"|363001|NA|NA|NA|"edigital"|366
"Haier HTTF406EW"|"white"|"Haier HTTF-406EW egyajtós hûtõszekrény,  A+"|"HAIER"|"Refrigerator"|"A+"|110|24|48|85|44|22|1|NA|NA|34990|"https://edigital.hu/egyajtos-huto/haier-httf-406ew-egyajtos-hutoszekreny-p692084"|692084|NA|NA|NA|"edigital"|367
"Hausmeister HM 3192"|"white"|"Hausmeister HM 3192 alulfagyasztós hûtõszekrény, A+"|"HAUSMEISTER"|"Refrigerator"|"A+"|237|24|55|177|58|50|2|205|68|67990|"https://edigital.hu/alulfagyasztos-huto/hausmeister-hm-3192-alulfagyasztos-hutoszekreny-p576111"|576111|NA|NA|NA|"edigital"|368
"Hausmeister HM3101H"|"white"|"Hausmeister HM3101H minibár"|"HAUSMEISTER"|"Refrigerator"|"A+"|106|24|44|50|48|31|1|46|6|34990|"https://edigital.hu/egyajtos-huto/hausmeister-hm3101h-minibar-p445486"|445486|NA|NA|NA|"edigital"|369
"Hausmeister HM3108"|"white"|"Hausmeister HM3108 hûtõszekrény"|"HAUSMEISTER"|"Refrigerator"|"A+"|113|24|47|83|45|NA|1|82|9|35990|"https://edigital.hu/egyajtos-huto/hausmeister-hm3108-hutoszekreny-p445487"|445487|NA|NA|NA|"edigital"|370
"Hausmeister HM3220"|"white"|"Hausmeister HM3220 kombinált hûtõszekrény"|"HAUSMEISTER"|"Refrigerator"|"A+"|NA|24|50|123|58|NA|NA|155|40|54990|"https://edigital.hu/felulfagyasztos-huto/hausmeister-hm3220-kombinalt-hutoszekreny-p445488"|445488|NA|NA|NA|"edigital"|371
"Hausmeister HM3222"|"white"|"Hausmeister HM3222 kombinált hûtõszekrény"|"HAUSMEISTER"|"Refrigerator"|"A+"|219|24|55|142|58|NA|2|171|41|56990|"https://edigital.hu/felulfagyasztos-huto/hausmeister-hm3222-kombinalt-hutoszekreny-p498908"|498908|NA|NA|NA|"edigital"|372
"Hotpoint Ariston BCB 7030"|NA|"Hotpoint Ariston BCB 7030 AAA F C beépíthetõ hûtõszekrény, A++ No Frost"|"HOTPOINT ARISTON"|"Refrigerator"|"A++"|250|24|54|177|54|58|2|197|63|179990|"https://edigital.hu/beepitheto-huto/hotpoint-ariston-bcb-7030-aaa-f-c-beepitheto-hutoszekreny-no-frost-p531545"|531545|NA|NA|NA|"edigital"|373
"Hotpoint Ariston BF 1801"|"white"|"Hotpoint Ariston BF 1801 E F AA beépíthetõ fagyasztószekrény, A+"|"HOTPOINT ARISTON"|"Freezer"|"A+"|308|24|54|177|54|NA|1|0|210|219990|"https://edigital.hu/beepitheto-huto/hotpoint-ariston-bf-1801-e-f-aa-beepitheto-fagyasztoszekreny-p489466"|489466|NA|NA|NA|"edigital"|374
"Hotpoint Ariston BF1801EFAA fagyasztószekrény"|"white"|"Hotpoint Ariston BF1801EFAA fagyasztószekrény A+"|"HOTPOINT ARISTON"|"Refrigerator"|"A+"|308|24|54|177|54|57|1|NA|240|192990|"https://edigital.hu/fagyasztoszekreny/hotpoint-ariston-bf1801efaa-fagyasztoszekreny-p620790"|620790|NA|NA|NA|"edigital"|375
"Hotpoint Ariston XH9 T3Z"|"grey"|"Hotpoint Ariston XH9 T3Z XOJZV alulfagyasztós hûtõszekrény, A+++"|"HOTPOINT ARISTON"|"Refrigerator"|"A+++"|NA|24|60|201|72|NA|1|NA|NA|349990|"https://edigital.hu/alulfagyasztos-huto/hotpoint-ariston-xh9-t3z-xojzv-alulfagyasztos-hutoszekreny-p482631"|482631|NA|NA|NA|"edigital"|376
"Hyundai HYUVIN12DZ"|"black"|"Hyundai HYUVIN12DZ borhûtõ 2 zónás"|"HYUNDAI"|"Wine refrigerator"|"A"|133|24|26|67|52|16|1|33|0|52990|"https://edigital.hu/borhuto/hyundai-hyuvin12dz-borhuto-2-zonas-p411999"|411999|NA|NA|NA|"edigital"|377
"Hyundai RSC050WW8"|"white"|"Hyundai RSC050WW8 hûtõszekrény"|"HYUNDAI"|"Refrigerator"|"A+"|106|24|44|51|47|13|1|42|4|32990|"https://edigital.hu/egyajtos-huto/hyundai-rsc050ww8-hutoszekreny-p292020"|292020|NA|NA|NA|"edigital"|378
"Hyundai VIN12B"|"black"|"Hyundai VIN12B borhûtõ"|"HYUNDAI"|"Wine refrigerator"|"C"|266|24|36|49|51|NA|1|33|0|39990|"https://edigital.hu/borhuto/hyundai-vin12b-borhuto-p294764"|294764|NA|NA|NA|"edigital"|379
"Hyundai VIN18"|"black"|"Hyundai VIN18 borhûtõ"|"HYUNDAI"|"Wine refrigerator"|"B"|186|24|36|65|52|14|1|48|0|43990|"https://edigital.hu/borhuto/hyundai-vin18-borhuto-p294763"|294763|NA|NA|NA|"edigital"|380
"Hyundai VIN18DZ"|"black"|"Hyundai VIN18DZ borhûtõ"|"HYUNDAI"|"Wine refrigerator"|"D"|241|24|26|96|52|18|NA|53|0|59990|"https://edigital.hu/borhuto/hyundai-vin18dz-borhuto-p294762"|294762|NA|NA|NA|"edigital"|381
"Hyundai VIN32DZ"|"black"|"Hyundai VIN32DZ borhûtõ"|"HYUNDAI"|"Wine refrigerator"|"B"|164|24|40|84|52|24|1|78|0|72990|"https://edigital.hu/borhuto/hyundai-vin32dz-borhuto-p294761"|294761|NA|NA|NA|"edigital"|382
"INDESIT LI6 S1"|"white"|"INDESIT LI6 S1 W kombinált hûtõszekrény"|"INDESIT"|"Refrigerator"|"A+"|255|24|60|159|66|58|NA|196|75|NA|NA|NA|84999|"https://www.mediamarkt.hu/hu/product/_indesit-li6-s1-w-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1191057.html"|1191057|"mediamarkt"|383
"INDESIT LI6 S1"|"white"|"Indesit LI6 S1 W alulfagyasztós hûtõszekrény"|"INDESIT"|"Refrigerator"|"A+"|255|24|60|159|66|55|2|196|75|84990|"https://edigital.hu/alulfagyasztos-huto/indesit-li6-s1-w-alulfagyasztos-hutoszekreny-p414580"|414580|NA|NA|NA|"edigital"|383
"INDESIT LI7 S1"|"grey"|"INDESIT LI7 S1 X kombinált hûtõszekrény"|"INDESIT"|"Refrigerator"|"A+"|297|24|60|176|66|66|NA|196|111|NA|NA|NA|94999|"https://www.mediamarkt.hu/hu/product/_indesit-li7-s1-x-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1191059.html"|1191059|"mediamarkt"|385
"INDESIT LI7 S1"|"white"|"INDESIT LI7 S1 W kombinált hûtõszekrény"|"INDESIT"|"Refrigerator"|"A+"|297|24|60|176|66|66|NA|196|111|NA|NA|NA|89996|"https://www.mediamarkt.hu/hu/product/_indesit-li7-s1-w-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1191058.html"|1191058|"mediamarkt"|384
"INDESIT LI7 S1"|"white"|"Indesit LI7 S1 W alulfagyasztós hûtõszekrény"|"INDESIT"|"Refrigerator"|"A+"|297|24|60|176|66|63|2|197|111|89990|"https://edigital.hu/alulfagyasztos-huto/indesit-li7-s1-w-alulfagyasztos-hutoszekreny-p414577"|414577|NA|NA|NA|"edigital"|384
"INDESIT LI8 S1"|"grey"|"INDESIT LI8 S1 X kombinált hûtõszekrény"|"INDESIT"|"Refrigerator"|"A+"|309|24|60|189|66|72|NA|228|111|NA|NA|NA|104996|"https://www.mediamarkt.hu/hu/product/_indesit-li8-s1-x-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1191061.html"|1191061|"mediamarkt"|387
"INDESIT LI8 S1"|"grey"|"Indesit LI8 S1 X alulfagyasztós hûtõszekrény"|"INDESIT"|"Refrigerator"|"A+"|309|24|60|189|66|69|2|228|111|104990|"https://edigital.hu/alulfagyasztos-huto/indesit-li8-s1-x-alulfagyasztos-hutoszekreny-p414574"|414574|NA|NA|NA|"edigital"|387
"INDESIT LI8 S1"|"white"|"INDESIT LI8 S1 W kombinált hûtõszekrény"|"INDESIT"|"Refrigerator"|"A+"|309|24|60|189|66|72|NA|228|111|NA|NA|NA|94999|"https://www.mediamarkt.hu/hu/product/_indesit-li8-s1-w-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1191060.html"|1191060|"mediamarkt"|386
"INDESIT LI8 S1"|"white"|"Indesit LI8 S1 W alulfagyaszrós hûtõszekrény"|"INDESIT"|"Refrigerator"|"A+"|309|24|60|189|66|69|2|228|111|94990|"https://edigital.hu/alulfagyasztos-huto/indesit-li8-s1-w-alulfagyaszros-hutoszekreny-p414575"|414575|NA|NA|NA|"edigital"|386
"INDESIT LR6 S2"|"grey"|"INDESIT LR6 S2 X kombinált hûtõszekrény"|"INDESIT"|"Refrigerator"|"A++"|209|24|60|154|66|60|2|196|75|NA|NA|NA|94996|"https://www.mediamarkt.hu/hu/product/_indesit-lr6-s2-x-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1209925.html"|1209925|"mediamarkt"|389
"INDESIT LR6 S2"|"grey"|"Indesit LR6 S2 X alulfagyasztós hûtõszekrény A++ inox"|"INDESIT"|"Refrigerator"|"A++"|209|24|60|159|66|NA|2|196|75|94990|"https://edigital.hu/alulfagyasztos-huto/indesit-lr6-s2-x-alulfagyasztos-hutoszekreny-inox-p464070"|464070|NA|NA|NA|"edigital"|389
"INDESIT LR6 S2"|"white"|"INDESIT LR6 S2 W kombinált hûtõszekrény"|"INDESIT"|"Refrigerator"|"A++"|209|24|60|156|66|60|2|196|75|NA|NA|NA|89999|"https://www.mediamarkt.hu/hu/product/_indesit-lr6-s2-w-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1209926.html"|1209926|"mediamarkt"|388
"INDESIT LR6 S2"|"white"|"Indesit LR6 S2 W alulfagyasztós hûtõszekrény A++"|"INDESIT"|"Refrigerator"|"A++"|209|24|60|159|66|55|2|196|75|89990|"https://edigital.hu/alulfagyasztos-huto/indesit-lr6-s2-w-alulfagyasztos-hutoszekreny-p468819"|468819|NA|NA|NA|"edigital"|388
"INDESIT LR8 S2"|"grey"|"INDESIT LR8 S2 XB Kombinált hûtõszekrény"|"INDESIT"|"Refrigerator"|"A++"|243|24|60|189|66|NA|2|228|111|NA|NA|NA|114996|"https://www.mediamarkt.hu/hu/product/_indesit-lr8-s2-xb-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1226761.html"|1226761|"mediamarkt"|392
"INDESIT LR8 S2"|"grey"|"Indesit LR8 S2 X B alulfagyasztós hûtõszekrény A++"|"INDESIT"|"Refrigerator"|"A++"|243|24|60|189|66|NA|2|228|111|114990|"https://edigital.hu/alulfagyasztos-huto/indesit-lr8-s2-x-b-alulfagyasztos-hutoszekreny-p482647"|482647|NA|NA|NA|"edigital"|392
"INDESIT LR8 S2"|"white"|"INDESIT LR8 S2 WB kombinált hûtõszekrény"|"INDESIT"|"Refrigerator"|"A++"|243|24|60|189|66|NA|2|228|111|NA|NA|NA|104996|"https://www.mediamarkt.hu/hu/product/_indesit-lr8-s2-wb-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1226760.html"|1226760|"mediamarkt"|391
"INDESIT LR8 S2"|"white"|"Indesit LR8 S2 W B alulfagyasztós hûtõszekrény A++"|"INDESIT"|"Refrigerator"|"A++"|243|24|60|189|66|NA|2|228|111|104990|"https://edigital.hu/alulfagyasztos-huto/indesit-lr8-s2-w-b-alulfagyasztos-hutoszekreny-p482646"|482646|NA|NA|NA|"edigital"|391
"INDESIT LR9 S2Q"|"grey"|"INDESIT LR9 S2Q F X B kombinált hûtõszekrény"|"INDESIT"|"Refrigerator"|"A++"|252|24|60|201|66|NA|2|257|111|NA|NA|NA|122796|"https://www.mediamarkt.hu/hu/product/_indesit-lr9-s2q-f-x-b-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1285262.html"|1285262|"mediamarkt"|393
"INDESIT SI6 1"|"white"|"INDESIT SI6 1 W hûtõszekrény"|"INDESIT"|"Refrigerator"|"A+"|140|24|60|167|65|58|1|322|NA|NA|NA|NA|109799|"https://www.mediamarkt.hu/hu/product/_indesit-si6-1-w-h%C5%B1t%C5%91szekr%C3%A9ny-1238106.html"|1238106|"mediamarkt"|394
"INDESIT TAA 5"|"white"|"INDESIT TAA 5 felülfagyasztós kombinált hûtõszekrény"|"INDESIT"|"Refrigerator"|"A+"|309|24|70|180|69|80|2|333|82|NA|NA|NA|105999|"https://www.mediamarkt.hu/hu/product/_indesit-taa-5-fel%C3%BClfagyaszt%C3%B3s-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1097730.html"|1097730|"mediamarkt"|395
"INDESIT TAA 5"|"white"|"Indesit TAA5 hûtõszekrény"|"INDESIT"|"Refrigerator"|"A+"|NA|24|70|180|68|NA|2|341|94|99990|"https://edigital.hu/felulfagyasztos-huto/indesit-taa5-hutoszekreny-p212959"|212959|NA|NA|NA|"edigital"|395
"INDESIT UI6 F1T"|"grey"|"INDESIT UI6 F1T S fagyasztószekrény"|"INDESIT"|"Freezer"|"A+"|287|24|65|167|60|63|NA|NA|222|NA|NA|NA|136999|"https://www.mediamarkt.hu/hu/product/_indesit-ui6-f1t-s-fagyaszt%C3%B3szekr%C3%A9ny-1238111.html"|1238111|"mediamarkt"|396
"Indesit CAA 55"|"white"|"Indesit CAA 55 alulfagyasztós hûtõszekrény"|"INDESIT"|"Refrigerator"|"A+"|268|24|54|174|58|NA|2|150|84|85990|"https://edigital.hu/alulfagyasztos-huto/indesit-caa-55-alulfagyasztos-hutoszekreny-p244314"|244314|NA|NA|NA|"edigital"|397
"Indesit LR7 S2"|"grey"|"Indesit LR7 S2 X alulfagyasztós hûtõszekrény A++ inox"|"INDESIT"|"Refrigerator"|"A++"|232|24|60|176|66|63|2|196|111|104990|"https://edigital.hu/alulfagyasztos-huto/indesit-lr7-s2-x-alulfagyasztos-hutoszekreny-inox-p464068"|464068|NA|NA|NA|"edigital"|398
"Indesit LR7 S2"|"white"|"INDESIT LR7 S2 W kombinált hûtõszekrény"|"INDESIT"|"Refrigerator"|"A++"|233|24|60|176|66|63|2|196|111|NA|NA|NA|94999|"https://www.mediamarkt.hu/hu/product/_indesit-lr7-s2-w-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1209928.html"|1209928|"mediamarkt"|390
