"item_name_short"|"colour"|"item_name"|"producer"|"type"|"energy_class"|"energy_consumption"|"guarantee_month"|"width_cm"|"height_cm"|"depth_cm"|"weight_kg"|"n_doors"|"cooling_capacity_l"|"freezing_capacity_l"|"item_price_edigital"|"link_edigital"|"articleID_edigital"|"item_price_mediamarkt"|"link_mediamarkt"|"articleID_mediamarkt"|"website"|"common_item_id"
"BOSCH KGN39AI35"|"grey"|"BOSCH KGN39AI35 alulfagyasztós hûtõszekrény"|"BOSCH"|"Refrigerator"|"A++"|273|24|60|203|66|75|2|279|87|219990|"https://edigital.hu/alulfagyasztos-huto/bosch-kgn39ai35-alulfagyasztos-hutoszekreny-p418542"|418542|NA|NA|NA|"edigital"|157
"BOSCH KGN49LB30"|"black"|"BOSCH KGN49LB30 No Frost kombinált hûtõszekrény"|"BOSCH"|"Refrigerator"|"A++"|303|24|70|203|67|106|2|330|105|NA|NA|NA|327999|"https://www.mediamarkt.hu/hu/product/_bosch-kgn49lb30-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1273981.html"|1273981|"mediamarkt"|158
"BOSCH KGN56AI30"|"grey"|"BOSCH KGN56AI30 No Frost alulfagyasztós hûtõszekrény"|"BOSCH"|"Refrigerator"|"A+"|325|NA|70|193|80|101|NA|400|105|NA|NA|NA|300996|"https://www.mediamarkt.hu/hu/product/_bosch-kgn56ai30-no-frost-alulfagyaszt%C3%B3s-h%C5%B1t%C5%91szekr%C3%A9ny-1198179.html"|1198179|"mediamarkt"|159
"BOSCH KGN56XI40"|"grey"|"BOSCH KGN56XI40 No Frost kombinált hûtõszekrény"|"BOSCH"|"Refrigerator"|"A+++"|217|24|70|193|80|94|2|400|105|NA|NA|NA|339899|"https://www.mediamarkt.hu/hu/product/_bosch-kgn56xi40-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1246867.html"|1246867|"mediamarkt"|160
"BOSCH KGV36VL32"|"grey"|"BOSCH KGV36VL32 S kombinált hûtõszekrény"|"BOSCH"|"Refrigerator"|"A++"|226|24|60|186|65|79|NA|213|94|NA|NA|NA|131996|"https://www.mediamarkt.hu/hu/product/_bosch-kgv36vl32-s-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1140891.html"|1140891|"mediamarkt"|161
"BOSCH KGV36VW32"|"white"|"BOSCH KGV36VW32 alulfagyasztós hûtõszekrény"|"BOSCH"|"Refrigerator"|"A++"|226|24|60|186|65|NA|2|213|94|129990|"https://edigital.hu/alulfagyasztos-huto/bosch-kgv36vw32-alulfagyasztos-hutoszekreny-p358222"|358222|NA|NA|NA|"edigital"|162
"BOSCH KGV36VW32"|"white"|"BOSCH KGV36VW32 kombinált hûtõszekrény"|"BOSCH"|"Refrigerator"|"A++"|226|24|60|186|65|78|NA|214|94|NA|NA|NA|126796|"https://www.mediamarkt.hu/hu/product/_bosch-kgv36vw32-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1163685.html"|1163685|"mediamarkt"|162
"BOSCH KGV39VL31"|"grey"|"BOSCH KGV39VL31 S kombinált hûtõszekrény"|"BOSCH"|"Refrigerator"|"A++"|237|24|60|201|65|87|NA|248|94|NA|NA|NA|159796|"https://www.mediamarkt.hu/hu/product/_bosch-kgv39vl31-s-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1140894.html"|1140894|"mediamarkt"|163
"BOSCH KGV39VW31"|"white"|"BOSCH KGV39VW31 kombinált hûtõszekrény"|"BOSCH"|"Refrigerator"|"A++"|237|24|60|201|65|84|NA|249|94|NA|NA|NA|135899|"https://www.mediamarkt.hu/hu/product/_bosch-kgv39vw31-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1140893.html"|1140893|"mediamarkt"|164
"BOSCH KGV58VL31"|"grey"|"BOSCH KGV58VL31 S kombinált hûtõszekrény"|"BOSCH"|"Refrigerator"|"A++"|292|24|70|191|77|100|NA|376|124|NA|NA|NA|194796|"https://www.mediamarkt.hu/hu/product/_bosch-kgv58vl31-s-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1140899.html"|1140899|"mediamarkt"|165
"BOSCH KSV 33"|"grey"|"BOSCH KSV 33 VL 3 P hûtõszekrény"|"BOSCH"|"Refrigerator"|"A++"|110|24|60|176|65|67|1|324|NA|NA|NA|NA|178993|"https://www.mediamarkt.hu/hu/product/_bosch-ksv-33-vl-3-p-h%C5%B1t%C5%91szekr%C3%A9ny-1256155.html"|1256155|"mediamarkt"|166
"BOSCH KSV33VW3P"|"white"|"BOSCH KSV33VW3P  hûtõszekrény"|"BOSCH"|"Refrigerator"|"A++"|110|24|60|176|65|67|1|324|NA|NA|NA|NA|174993|"https://www.mediamarkt.hu/hu/product/_bosch-ksv33vw3p-h%C5%B1t%C5%91szekr%C3%A9ny-1259676.html"|1259676|"mediamarkt"|167
"BOSCH KSV36BI3P"|"grey"|"BOSCH KSV36BI3P hûtõszekrény"|"BOSCH"|"Refrigerator"|"A++"|112|24|60|185|65|72|1|346|NA|NA|NA|NA|249799|"https://www.mediamarkt.hu/hu/product/_bosch-ksv36bi3p-h%C5%B1t%C5%91szekr%C3%A9ny-1259678.html"|1259678|"mediamarkt"|168
"BOSCH KSV36VI3P"|"grey"|"BOSCH KSV36VI3P hûtõszekrény"|"BOSCH"|"Refrigerator"|"A++"|112|24|60|185|65|70|1|346|NA|NA|NA|NA|197793|"https://www.mediamarkt.hu/hu/product/_bosch-ksv36vi3p-h%C5%B1t%C5%91szekr%C3%A9ny-1259677.html"|1259677|"mediamarkt"|169
