item_name_short	item_name	producer	type	energy_class	energy_consumption	guarantee_month	colour	width_cm	height_cm	depth_cm	weight_kg	n_doors	cooling_capacity_l	freezing_capacity_l	item_price_edigital	website_category_edigital	link_edigital	articleID_edigital	item_price_mediamarkt	website_category_mediamarkt	link_mediamarkt	articleID_mediamarkt
SAMSUNG RT50K6335SL/EO	Samsung RT50K6335SL/EO felülfagyasztós hűtőszekrény	SAMSUNG	Refrigerator	A++	290 kWh/év	24	grey	79	178,5	77	82	2 db	375 l	138 l	247 990 Ft	edigital_refrigerator	https://edigital.hu/felulfagyasztos-huto/samsung-rt50k6335sleo-felulfagyasztos-hutoszekreny-p599077	599077	NA	NA	NA	NA
Samsung RT58K7105SL/EO	Samsung RT58K7105SL/EO felülfagyasztós hűtőszekrény A++	SAMSUNG	Refrigerator	A++	310 kWh/év	24	grey	83,6	178,7	78,8	97	2 db	424 l	170 l	319 990 Ft	edigital_refrigerator	https://edigital.hu/felulfagyasztos-huto/samsung-rt58k7105sleo-felulfagyasztos-hutoszekreny-p599101	599101	NA	NA	NA	NA
Sencor SCM 1025	Sencor SCM 1025 hűtőtáska	SENCOR	Other	NA	NA	24	blue	NA	NA	NA	NA	NA	NA	NA	20 990 Ft	edigital_refrigerator	https://edigital.hu/elektromos-hutotaska/sencor-scm-1025-hutotaska-p241246	241246	NA	NA	NA	NA
Sencor SCM 2025	Sencor SCM 2025 hűtőtáska	SENCOR	Other	NA	NA	24	blue	39	42	28	-	NA	20 l	nincs fagyasztó rész	24 990 Ft	edigital_refrigerator	https://edigital.hu/hordozhato-hutobox/sencor-scm-2025-hutotaska-p241247	241247	NA	NA	NA	NA
Sencor SCM 3033BL	Sencor SCM 3033BL hűtőtáska	SENCOR	NA	NA	NA	24	blue	NA	NA	NA	NA	NA	NA	NA	18 590 Ft	edigital_refrigerator	https://edigital.hu/elektromos-hutotaska/sencor-scm-3033bl-hutotaska-p241249	241249	NA	NA	NA	NA
Sencor SCM 3033RD	Sencor SCM 3033RD thermo elektromos autós hűtőláda	SENCOR	Other	NA	NA	24	orange	NA	NA	NA	NA	NA	NA	NA	14 290 Ft	edigital_refrigerator	https://edigital.hu/hordozhato-hutobox/sencor-scm-3033rd-thermo-elektromos-autos-hutolada-p305607	305607	NA	NA	NA	NA
Sencor SCM 3125	Sencor SCM 3125 hűtőtáska	SENCOR	NA	NA	NA	24	green, grey	NA	NA	NA	NA	NA	NA	NA	23 990 Ft	edigital_refrigerator	https://edigital.hu/elektromos-hutotaska/sencor-scm-3125-hutotaska-p241248	241248	NA	NA	NA	NA
Sencor SCM 4800BL	Sencor SCM 4800BL autós hűtőláda	SENCOR	NA	NA	NA	24	NA	NA	NA	NA	NA	NA	NA	NA	21 590 Ft	edigital_refrigerator	https://edigital.hu/hordozhato-hutobox/sencor-scm-4800bl-autos-hutolada-p305598	305598	NA	NA	NA	NA
Sharp SJXG690MBE	Sharp SJ-XG690MBE felülfagyasztós hűtőszekrény A++, bézs	SHARP	Refrigerator	A++	NA	24	beige	82	187	74	NA	2 db	387 l	163 l	364 990 Ft	edigital_refrigerator	https://edigital.hu/felulfagyasztos-huto/sharp-sj-xg690mbe-felulfagyasztos-hutoszekreny-bezs-p594758	594758	NA	NA	NA	NA
Sharp SJXG690MSL	Sharp SJ-XG690MSL felülfagyasztós hűtőszekrény A++, szürke	SHARP	Refrigerator	A++	NA	24	grey	82	74	187	NA	2 db	387 l	163 l	359 990 Ft	edigital_refrigerator	https://edigital.hu/felulfagyasztos-huto/sharp-sj-xg690msl-felulfagyasztos-hutoszekreny-szurke-p594757	594757	NA	NA	NA	NA
Sharp SJBA10IMXI1	Sharp SJBA10IMXI1 alulfagyasztós hűtőszekrény, A+	SHARP	Refrigerator	A+	311 kWh/év	24	grey	NA	NA	NA	NA	2 db	230 l	94 l	134 990 Ft	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/sharp-sjba10imxi1-alulfagyasztos-hutoszekreny-p664137	664137	NA	NA	NA	NA
Sharp SJBA24IEXI2EU	Sharp SJBA24IEXI2EU alulfagyasztós hűtőszekrény A++	SHARP	Refrigerator	A++	299 kWh/év	24	grey	70	186,8	73,5	95,1	2 db	342 l	95 l	249 990 Ft	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/sharp-sjba24iexi2eu-alulfagyasztos-hutoszekreny-p612734	612734	NA	NA	NA	NA
Sharp SJEX820FBE	Sharp SJEX820FBE side by side hűtőszekrény	SHARP	Refrigerator	A++	NA	24	grey	89,2	183	77,1	105	4 db	394 l	211 l	589 990 Ft	edigital_refrigerator	https://edigital.hu/side-side-huto/sharp-sjex820fbe-side-side-hutoszekreny-p443933	443933	NA	NA	NA	NA
SHARP SJEX820FSL	Sharp SJEX820FSL side by side hűtőzekrény, A++, szürke	SHARP	Refrigerator	A++	NA	24	grey	89,2	183	77,1	103	4 db	394 l	211 l	599 990 Ft	edigital_refrigerator	https://edigital.hu/side-side-huto/sharp-sjex820fsl-side-side-hutozekreny-szurke-p486449	486449	NA	NA	NA	NA
Sharp SJEX820FWH	Sharp SJEX820FWH Side by Side hűtőszekrény, fehér	SHARP	Refrigerator	A++	370 kWh / év	24	white	89,2 cm	183 cm	77,1 cm	103 kg	4 db	394 l	211 l	588 990 Ft	edigital_refrigerator	https://edigital.hu/side-side-huto/sharp-sjex820fwh-side-side-hutoszekreny-feher-p480556	480556	NA	NA	NA	NA
Sharp SJF790STSL	Sharp SJF790STSL négyajtós, alulfagyasztós hűtőszekrény	SHARP	Refrigerator	A+	487 kWh/év	24	grey	89	183	78,7	NA	NA	394 l	211 l	489 990 Ft	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/sharp-sjf790stsl-negyajtos-alulfagyasztos-hutoszekreny-p393509	393509	NA	NA	NA	NA
Sharp SJFP810VBK	Sharp SJFP810VBK side by side hűtőszekrény, A+, fekete	SHARP	Refrigerator	A+	487 kWh/év	24	black	89,2	183	77,1	107	4 db	394 l	211 l	621 990 Ft	edigital_refrigerator	https://edigital.hu/side-side-huto/sharp-sjfp810vbk-side-side-hutoszekreny-fekete-p510459	510459	NA	NA	NA	NA
Sharp SJFP810VST	Sharp SJFP810VST négyajtós alulfagyasztós hűtőszekrény keret nélküli rozsdamentes acél dizájnnal	SHARP	Refrigerator	A+	484 kWh/év	24	black	89,2	183	77,1	107	4 db	394 l	211 l	589 990 Ft	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/sharp-sjfp810vst-negyajtos-alulfagyasztos-hutoszekreny-keret-nelkuli-rozsdamentes-acel-dizajnnal-p384486	384486	NA	NA	NA	NA
Sharp SJFS810VBK	Sharp SJFS810VBK négyajtós, alulfagyasztós hűtőszekrény keret nélküli üveg dizájnnal	SHARP	Refrigerator	A+	487 kWh/év	24	black	89,2	183	76,6	NA	4 db	393 l	207 l	719 990 Ft	edigital_refrigerator	https://edigital.hu/side-side-huto/sharp-sjfs810vbk-negyajtos-alulfagyasztos-hutoszekreny-keret-nelkuli-uveg-dizajnnal-p394920	394920	NA	NA	NA	NA
Sharp SJFS820VSL	Sharp SJFS820VSL négyajtós, alulfagyasztós hűtőszekrény keret nélküli üveg dizájnnal	SHARP	Refrigerator	A+	487 kWh/év	24	grey	89,2	183	76,6	NA	4 db	393 l	207 l	789 990 Ft	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/sharp-sjfs820vsl-negyajtos-alulfagyasztos-hutoszekreny-keret-nelkuli-uveg-dizajnnal-p394919	394919	NA	NA	NA	NA
Sharp SJXG740GBK	Sharp SJXG740GBK felülfagyasztós hűtőszekrény, A++	SHARP	Refrigerator	A++	320 kWh/év	24	black	86,5	187	74	NA	2 db	422 l	178 l	397 990 Ft	edigital_refrigerator	https://edigital.hu/felulfagyasztos-huto/sharp-sjxg740gbk-felulfagyasztos-hutoszekreny-p568191	568191	NA	NA	NA	NA
Snaige C29SMT10021	Snaige C29SM-T10021 hűtőszekrény, A+	SNAIGE	Refrigerator	A+	132 kWh/év	60	white	60 cm	145 cm	62 cm	52 kg	1 db	270 l	nincs fagyasztó rész	79 990 Ft	edigital_refrigerator	https://edigital.hu/egyajtos-huto/snaige-c29sm-t10021-hutoszekreny-p408728	408728	NA	NA	NA	NA
Snaige CD350100D	Snaige CD350-100D üvegajtós hűtőszekrény	SNAIGE	Refrigerator	NA	2.14 kWh/24 h	24	white	60 cm	173 cm	60 cm	NA	1 db	350 l	nincs fagyasztó rész	119 990 Ft	edigital_refrigerator	https://edigital.hu/egyajtos-huto/snaige-cd350-100d-uvegajtos-hutoszekreny-p408186	408186	NA	NA	NA	NA
Snaige FR2401RR1AAA-C3SNJ1Z	Snaige FR240-1RR1AAA-C3SNJ1Z felülfagyasztós hűtőszekrény A++-[újracsomagolt]	SNAIGE	Refrigerator	A++	0,473	NA	beige	56	150	60	NA	2 db	166 l	46 l	91 990 Ft	edigital_refrigerator	https://edigital.hu/felulfagyasztos-huto/snaige-fr240-1rr1aaa-c3snj1z-felulfagyasztos-hutoszekreny-ujracsomagolt-p668889	668889	NA	NA	NA	NA
Snaige FR2401RR1AAA-J3SNJ1Z	Snaige FR240-1RR1AAA-J3SNJ1Z felülfagyasztós hűtőszekrény A++	SNAIGE	Refrigerator	A++	173 kWh / év	60	black	64	155	57	45,5 kg	2 db	166 l	46 l	114 990 Ft	edigital_refrigerator	https://edigital.hu/felulfagyasztos-huto/snaige-fr240-1rr1aaa-j3snj1z-felulfagyasztos-hutoszekreny-p619052	619052	NA	NA	NA	NA
Snaigé CD40DM	Snaigé CD40DM Üvegajtós hűtőszekrény	SNAIGE	Refrigerator	NA	781/év	24	white	60	200,2	60	NA	1 db	360 l	NA	144 990 Ft	edigital_refrigerator	https://edigital.hu/egyajtos-huto/snaige-cd40dm-uvegajtos-hutoszekreny-p489260	489260	NA	NA	NA	NA
Snaigé FR2401RR1AAA-J3LTJ1A	Snaigé FR240-1RR1AAA-J3LTJ1A felülfagyasztós hűtőszekrény, fekete A++	SNAIGE	Refrigerator	A++	0,473 kWh / 24 óra	60	black	56	147,5	65	NA	2 db	166 l	46 l	105 390 Ft	edigital_refrigerator	https://edigital.hu/felulfagyasztos-huto/snaige-fr240-1rr1aaa-j3ltj1a-felulfagyasztos-hutoszekreny-fekete-p651777	651777	NA	NA	NA	NA
Snaigé FR2751101AA	Snaigé FR275-1101AA felülfgyasztós hűtőszekrény	SNAIGE	Refrigerator	A+	230 kWh	60	white	56 cm	169 cm	60 cm	NA	2 db	201 l	57 l	75 890 Ft	edigital_refrigerator	https://edigital.hu/felulfagyasztos-huto/snaige-fr275-1101aa-felulfgyasztos-hutoszekreny-p421136	421136	NA	NA	NA	NA
Snaigé FR2751RR1AAA-C3LTJ1A	Snaigé FR275-1RR1AAA-C3LTJ1A felülfagyasztós hűtőszekrény, fekete A++	SNAIGE	Refrigerator	A++	0,540 kWh / 24 óra	60	black	56	172,5	63	NA	2 db	201 l	57 l	99 990 Ft	edigital_refrigerator	https://edigital.hu/felulfagyasztos-huto/snaige-fr275-1rr1aaa-c3ltj1a-felulfagyasztos-hutoszekreny-fekete-p651779	651779	NA	NA	NA	NA
Snaigé FR2751RR1AAA-C3LTJ1A	Snaigé FR275-1RR1AAA-C3LTJ1A felülfagyasztós hűtőszekrény, fekete A++ - [Újracsomagolt]	SNAIGE	Refrigerator	A++	0,540 kWh / 24 óra	NA	black	56	172,5	63	NA	2 db	201 l	57 l	99 990 Ft	edigital_refrigerator	https://edigital.hu/felulfagyasztos-huto/snaige-fr275-1rr1aaa-c3ltj1a-felulfagyasztos-hutoszekreny-fekete-ujracsomagolt-p713030	713030	NA	NA	NA	NA
Snaigé RF34SMS1CI21	Snaigé RF34SM-S1CI21 alulfagyasztós hűtőszekrény kék	SNAIGE	Refrigerator	A+	256 kWh/év	60	blue	60 cm	185 cm	62 cm	NA	2 db	214 l	88 l	109 990 Ft	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/snaige-rf34sm-s1ci21-alulfagyasztos-hutoszekreny-kek-p421157	421157	NA	NA	NA	NA
Snaigé RF34SMS1RA21	Snaigé RF34SM-S1RA21 alulfagyasztós hűtőszekrény piros	SNAIGE	Refrigerator	A+	256 kWh/év	60	red	60 cm	185 cm	62 cm	NA	2 db	214 l	88 l	109 990 Ft	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/snaige-rf34sm-s1ra21-alulfagyasztos-hutoszekreny-piros-p421155	421155	NA	NA	NA	NA
Snaigé RF35SMP10022	Snaigé RF35SM-P10022 alulfagyasztós hűtőszekrény, A++	SNAIGE	Refrigerator	A++	0,612 kWh	60	white	60	194,5	65	NA	2 db	191 l	119 l	129 990 Ft	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/snaige-rf35sm-p10022-alulfagyasztos-hutoszekreny-p589347	589347	NA	NA	NA	NA
Snaigé RF36SMS1RA21	Snaigé RF36SM-S1RA21 alulfagyasztós hűtőszekrény, A+	SNAIGE	Refrigerator	A+	0,717 kWh	60	red	60	194,5	62	NA	2 db	233 l	88 l	109 990 Ft	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/snaige-rf36sm-s1ra21-alulfagyasztos-hutoszekreny-p589352	589352	NA	NA	NA	NA
Stahlman ST300 6	Stahlman ST-300 6 palackos borhűtő, fekete	STAHLMAN	Wine refrigerator	NA	70	24	black	30,5	54,5	44	9,8	1 db	6 palackos, 20 l	NA	27 990 Ft	edigital_refrigerator	https://edigital.hu/borhuto/stahlman-st-300-6-palackos-borhuto-fekete-p683721	683721	NA	NA	NA	NA
WHIRLPOOL B TNF 5012	WHIRLPOOL B TNF 5012 OX No Frost kombinált hűtőszekrény	WHIRLPOOL	Refrigerator	A++	324 kWh	24	grey	70 cm	195 cm	75.5 cm	84 kg	2	300 l	144 l	NA	NA	NA	NA	187999	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_whirlpool-b-tnf-5012-ox-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1205769.html	1205769
WHIRLPOOL B TNF 5322	WHIRLPOOL B TNF 5322 OX No Frost kombinált hűtőszekrény	WHIRLPOOL	Refrigerator	A++	328 kWh	24	grey	70 cm	195.5 cm	75.5 cm	84 kg	NA	330 l	148 l	NA	NA	NA	NA	222996	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_whirlpool-b-tnf-5322-ox-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1259995.html	1259995
WHIRLPOOL SW6 AM2Q W	WHIRLPOOL SW6 AM2Q W 6. érzék  hűtőszekrény, 318L, A++	WHIRLPOOL	Refrigerator	A++	110 kWh	24	white	59.5 cm	167 cm	64.6 cm	58 kg	1	318 l	NA	NA	NA	NA	NA	135996	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_whirlpool-sw6-am2q-w-6-%C3%A9rz%C3%A9k-h%C5%B1t%C5%91szekr%C3%A9ny-318l-a-1205763.html	1205763
WHIRLPOOL SW8 AM2C KAR	WHIRLPOOL SW8 AM2C KAR 6. érzék  hűtőszekrény, 363L A++	WHIRLPOOL	Refrigerator	A++	114 kWh	24	black	60 cm	188 cm	63 cm	62 kg	1	363 l	NA	NA	NA	NA	NA	241996	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_whirlpool-sw8-am2c-kar-6-%C3%A9rz%C3%A9k-h%C5%B1t%C5%91szekr%C3%A9ny-363l-a-1254281.html	1254281
WHIRLPOOL SW8 AM2C XR	WHIRLPOOL SW8 AM2C XR 6. érzék  hűtőszekrény, 363L A++	WHIRLPOOL	Refrigerator	A++	114 kWh	24	grey	59.5 cm	187.5 cm	63 cm	62 kg	1	363 l	NA	NA	NA	NA	NA	173996	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_whirlpool-sw8-am2c-xr-6-%C3%A9rz%C3%A9k-h%C5%B1t%C5%91szekr%C3%A9ny-363l-a-1205764.html	1205764
WHIRLPOOL SW8 AM2C XRL	WHIRLPOOL SW8 AM2C XRL 6. érzék  hűtőszekrény, 363L A++	WHIRLPOOL	Refrigerator	A++	114 kWh	24	grey	60 cm	188 cm	63 cm	62 kg	1	363 l	NA	NA	NA	NA	NA	179799	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_whirlpool-sw8-am2c-xrl-6-%C3%A9rz%C3%A9k-h%C5%B1t%C5%91szekr%C3%A9ny-363l-a-1254280.html	1254280
WHIRLPOOL T TNF 8211	WHIRLPOOL T TNF 8211 OX No Frost kombinált hűtőszekrény	WHIRLPOOL	Refrigerator	A+	377 kWh	24	grey	70 cm	180 cm	72.5 cm	78 kg	2	322 l	101 l	NA	NA	NA	NA	197999	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_whirlpool-t-tnf-8211-ox-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1205765.html	1205765
WHIRLPOOL UW4 F2Y WB	WHIRLPOOL UW4 F2Y WB F fagyasztószekrény	WHIRLPOOL	Freezer	A++	200 kWh	24	white	59.5 cm	142 cm	64.5 cm	56 kg	1	NA	175 l	NA	NA	NA	NA	141999	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_whirlpool-uw4-f2y-wb-f-fagyaszt%C3%B3szekr%C3%A9ny-1205771.html	1205771
WHIRLPOOL UW8 F2C KSB	WHIRLPOOL UW8 F2C KSB fagyasztószekrény	WHIRLPOOL	Freezer	A++	242 kWh	24	black	60 cm	188 cm	63 cm	69 kg	NA	NA	252 l	NA	NA	NA	NA	229999	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_whirlpool-uw8-f2c-ksb-fagyaszt%C3%B3szekr%C3%A9ny-1254286.html	1254286
WHIRLPOOL W4D7 AAA B	WHIRLPOOL W4D7 AAA B C No Frost kombinált hűtőszekrény	WHIRLPOOL	Refrigerator	A++	295 kWh	24	black	70 cm	196 cm	78 cm	98 kg	2	292 l	110 l	NA	NA	NA	NA	239799	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_whirlpool-w4d7-aaa-b-c-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1294022.html	1294022
Whirlpool W5 721E OX	WHIRLPOOL W5 721E OX kombinált hűtőszekrény	WHIRLPOOL	Refrigerator	A++	233 kWh	24	grey	60 cm	176 cm	66 cm	59 kg	2	197 l	111 l	NA	NA	NA	NA	114999	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_whirlpool-w5-721e-ox-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1294001.html	1294001
WHIRLPOOL W5 821E OX	WHIRLPOOL W5 821E OX kombinált hűtőszekrény	WHIRLPOOL	Refrigerator	A++	243 kWh	24	grey	NA	189 cm	66 cm	62 kg	2	228 l	111 l	NA	NA	NA	NA	114993	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_whirlpool-w5-821e-ox-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1294003.html	1294003
WHIRLPOOL W5 821E W	WHIRLPOOL W5 821E W kombinált hűtőszekrény	WHIRLPOOL	Refrigerator	A++	243 kWh	24	white	NA	189 cm	66 cm	62 kg	2	228 l	111 l	NA	NA	NA	NA	109996	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_whirlpool-w5-821e-w-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1294002.html	1294002
WHIRLPOOL W5 921E OX	WHIRLPOOL W5 921E OX kombinált hűtőszekrény	WHIRLPOOL	NA	A++	253 kWh	24	grey	60 cm	201 mm	66 cm	70 kg	2	261 l	111 l	NA	NA	NA	NA	134799	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_whirlpool-w5-921e-ox-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1294004.html	1294004
WHIRLPOOL W7 821O K	WHIRLPOOL W7 821O K No Frost kombinált hűtőszekrény	WHIRLPOOL	NA	A++	271 kWh	24	black	60 cm	189 cm	68 cm	74 kg	2	234 l	104 l	NA	NA	NA	NA	149799	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_whirlpool-w7-821o-k-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1294007.html	1294007
WHIRLPOOL W7 821O OX	WHIRLPOOL W7 821O OX H No Frost kombinált hűtőszekrény	WHIRLPOOL	NA	A++	271 kWh	24	grey	60 cm	189 cm	73 cm	74 kg	2	234 l	104 l	NA	NA	NA	NA	144999	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_whirlpool-w7-821o-ox-h-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1294006.html	1294006
WHIRLPOOL W7 821O OX	WHIRLPOOL W7 821O OX No Frost kombinált hűtőszekrény	WHIRLPOOL	Refrigerator	A++	271 kWh	24	grey	60 cm	189 cm	68 cm	74 kg	2	234 l	104 l	NA	NA	NA	NA	149999	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_whirlpool-w7-821o-ox-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1294005.html	1294005
WHIRLPOOL W7 831T MX	WHIRLPOOL W7 831T MX No Frost kombinált hűtőszekrény	WHIRLPOOL	Refrigerator	A+++	181 kWh	24	grey	60 cm	189 cm	68 cm	84 kg	2	234 l	104 l	NA	NA	NA	NA	170899	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_whirlpool-w7-831t-mx-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1294008.html	1294008
WHIRLPOOL W7 831T OX	WHIRLPOOL W7 831T OX H No Frost kombinált hűtőszekrény	WHIRLPOOL	NA	A+++	181 kWh	24	grey	60 cm	189 cm	68 cm	84 kg	2	215 l	104 l	NA	NA	NA	NA	179999	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_whirlpool-w7-831t-ox-h-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1294009.html	1294009
WHIRLPOOL W7 921O K	WHIRLPOOL W7 921O K AQUA No Frost kombinált hűtőszekrény	WHIRLPOOL	Refrigerator	A++	278 kWh	24	black	60 cm	201 cm	68 cm	82 kg	2	256 l	104 l	NA	NA	NA	NA	154999	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_whirlpool-w7-921o-k-aqua-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1294014.html	1294014
WHIRLPOOL W7 921O OX	WHIRLPOOL W7 921O OX H No Frost kombinált hűtőszekrény	WHIRLPOOL	Refrigerator	A++	281 kWh	24	grey	60 cm	201 cm	73 cm	82 kg	2	264 l	104 l	NA	NA	NA	NA	169999	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_whirlpool-w7-921o-ox-h-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1294011.html	1294011
WHIRLPOOL W7 921O OX	WHIRLPOOL W7 921O OX No Frost kombinált hűtőszekrény	WHIRLPOOL	Refrigerator	A++	281 kWh	24	grey	60 cm	201 cm	68 cm	72 kg	2	264 l	104 l	NA	NA	NA	NA	154999	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_whirlpool-w7-921o-ox-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1294010.html	1294010
WHIRLPOOL W7 931T OX	WHIRLPOOL W7 931T OX H No Frost kombinált hűtőszekrény	WHIRLPOOL	Refrigerator	A+++	187 kWh	24	grey	60 cm	201 cm	73 cm	92 kg	2	264 l	104 l	NA	NA	NA	NA	189999	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_whirlpool-w7-931t-ox-h-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1294013.html	1294013
WHIRLPOOL W7 931T W	WHIRLPOOL W7 931T W No Frost kombinált hűtőszekrény	WHIRLPOOL	Refrigerator	A+++	187 kWh	24	white	60 cm	201 cm	68 cm	92 kg	2	264 l	104 l	NA	NA	NA	NA	169799	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_whirlpool-w7-931t-w-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1294012.html	1294012
WHIRLPOOL W84BE 72 X	WHIRLPOOL W84BE 72 X No Frost kombinált hűtőszekrény	WHIRLPOOL	Refrigerator	A++	365 kWh	24	grey	84 cm	186 cm	75 cm	114 kg	2	396 l	162 l	NA	NA	NA	NA	344799	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_whirlpool-w84be-72-x-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1294020.html	1294020
WHIRLPOOL W9 821D OX	WHIRLPOOL W9 821D OX H No Frost kombinált hűtőszekrény	WHIRLPOOL	Refrigerator	A++	262 kWh	24	grey	60 cm	189 cm	69 cm	67 kg	2	221 l	97 l	NA	NA	NA	NA	181996	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_whirlpool-w9-821d-ox-h-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1294015.html	1294015
WHIRLPOOL W9 931D IX	WHIRLPOOL W9 931D IX No Frost kombinált hűtőszekrény	WHIRLPOOL	Refrigerator	A+++	180 kWh	24	grey	60 cm	201 cm	66 cm	86 kg	2	251 l	97 l	NA	NA	NA	NA	222999	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_whirlpool-w9-931d-ix-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1294016.html	1294016
WHIRLPOOL W9 931D KS	WHIRLPOOL W9 931D KS No Frost kombinált hűtőszekrény	WHIRLPOOL	Refrigerator	A+++	180 kWh	24	black	60 cm	201 cm	66 cm	86 kg	2	251 l	97 l	NA	NA	NA	NA	231999	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_whirlpool-w9-931d-ks-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1294017.html	1294017
WHIRLPOOL WHE31352 FO fagyasztóláda	WHIRLPOOL WHE31352 FO fagyasztóláda	WHIRLPOOL	Freezer	A++	218 kWh	24	white	118 cm	92 cm	70 cm	42.1 kg	NA	NA	311 l	NA	NA	NA	NA	120999	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_whirlpool-whe31352-fo-fagyaszt%C3%B3l%C3%A1da-1298417.html	1298417
WHIRLPOOL WHE39352 FO fagyasztóláda	WHIRLPOOL WHE39352 FO fagyasztóláda	WHIRLPOOL	Freezer	A++	250 kWh	24	white	144 cm	92 cm	77 cm	48.9 kg	NA	NA	390 l	NA	NA	NA	NA	129799	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_whirlpool-whe39352-fo-fagyaszt%C3%B3l%C3%A1da-1298416.html	1298416
WHIRLPOOL WHM 3911 Premium	WHIRLPOOL WHM 3911 Premium Selection fagyasztóláda +10 év kompresszor garancia	WHIRLPOOL	NA	A+	334 kWh	24	white	141 cm	92 cm	70 cm	49.3 kg	NA	NA	390 l	NA	NA	NA	NA	113999	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_whirlpool-whm-3911-premium-selection-fagyaszt%C3%B3l%C3%A1da-10-%C3%A9v-kompresszor-garancia-1095824.html	1095824
