"common_item_id"|"common_item_name"|"item_name_short"|"colour"|"producer"|"type"|"energy_class"|"energy_consumption"|"guarantee_month"|"width_cm"|"height_cm"|"depth_cm"|"weight_kg"|"n_doors"|"cooling_capacity_l"|"freezing_capacity_l"|"total_capacity"|"website"|"item_price"|"link"
323|"Gorenje NRS9182MX grey"|"Gorenje NRS9182MX"|"grey"|"GORENJE"|"Refrigerator"|"A++"|343|36|91|179|64|90|2|339|177|516|"edigital"|239990|"https://edigital.hu/side-side-huto/gorenje-nrs9182mx-side-side-hutoszerkeny-inox-p637602"
324|"Gorenje NRS9182VB grey"|"Gorenje NRS9182VB"|"grey"|"GORENJE"|"Refrigerator"|"A++"|344|36|91|179|64|108|2|368|167|535|"edigital"|344990|"https://edigital.hu/side-side-huto/gorenje-nrs9182vb-side-side-hutoszekreny-fekete-p637605"
325|"Gorenje ORK192CH, chocolate"|"Gorenje ORK192CH,"|"chocolate"|"GORENJE"|"Refrigerator"|"A++"|234|36|60|194|67|76|2|227|95|322|"edigital"|269990|"https://edigital.hu/alulfagyasztos-huto/gorenje-ork192ch-csokolade-szinu-alulfagyasztos-hutoszekreny-p450443"
326|"Gorenje R6192DW white"|"Gorenje R6192DW"|"white"|"GORENJE"|"Refrigerator"|"A++"|113|36|60|185|64|75|1|368|0|368|"edigital"|124990|"https://edigital.hu/egyajtos-huto/gorenje-r6192dw-egyajtos-hutoszekreny-p450420"
327|"Gorenje R6192LX grey"|"Gorenje R6192LX"|"grey"|"GORENJE"|"Refrigerator"|"A++"|113|36|60|185|64|75|2|368|NA|368|"edigital"|134990|"https://edigital.hu/egyajtos-huto/gorenje-r6192lx-hutoszekreny-p450419"
328|"Gorenje RB3091ANW white"|"Gorenje RB3091ANW"|"white"|"GORENJE"|"Refrigerator"|"A+"|168|36|50|84|54|27|1|87|15|102|"edigital"|49990|"https://edigital.hu/egyajtos-huto/gorenje-rb3091anw-egyajtos-hutoszekreny-p531181"
329|"Gorenje RB4091ANW white"|"Gorenje RB4091ANW"|"white"|"GORENJE"|"Refrigerator"|"A+"|175|36|55|84|57|27|1|97|16|113|"edigital"|53990|"https://edigital.hu/egyajtos-huto/gorenje-rb4091anw-egyajtos-hutoszekreny-p521975"
330|"Gorenje RK4171ANX grey"|"Gorenje RK4171ANX"|"grey"|"GORENJE"|"Refrigerator"|"A+"|248|36|55|176|58|50|2|208|74|282|"edigital"|84990|"https://edigital.hu/alulfagyasztos-huto/gorenje-rk4171anx-alulfagyasztos-hutoszekreny-p574497"
331|"Gorenje RK4172ANW white"|"Gorenje RK4172ANW"|"white"|"GORENJE"|"Refrigerator"|"A++"|193|36|55|176|58|50|2|208|74|282|"edigital"|84990|"https://edigital.hu/alulfagyasztos-huto/gorenje-rk4172anw-alulfagyasztos-hutoszekreny-p574542"
332|"Gorenje RK4172ANX grey"|"Gorenje RK4172ANX"|"grey"|"GORENJE"|"Refrigerator"|"A++"|193|36|55|176|58|50|2|208|74|282|"edigital"|89990|"https://edigital.hu/alulfagyasztos-huto/gorenje-rk4172anx-aulfagyasztos-hutoszekreny-p574543"
332|"Gorenje RK4172ANX grey"|"Gorenje RK4172ANX"|"grey"|"GORENJE"|"Refrigerator"|"A++"|193|36|55|176|58|50|2|208|74|282|"edigital"|75990|"https://edigital.hu/alulfagyasztos-huto/gorenje-rk4172anx-aulfagyasztos-hutoszekreny-ujracsomagolt-p712888"
333|"Gorenje RK611PS4 grey"|"Gorenje RK611PS4"|"grey"|"GORENJE"|"Refrigerator"|"A+"|296|36|60|185|64|72|2|229|97|326|"edigital"|99990|"https://edigital.hu/alulfagyasztos-huto/gorenje-rk611ps4-alulfagyasztos-hutoszekreny-p574547"
334|"Gorenje RK611PW4 white"|"Gorenje RK611PW4"|"white"|"GORENJE"|"Refrigerator"|"A+"|296|36|60|185|64|72|2|229|97|326|"edigital"|89990|"https://edigital.hu/alulfagyasztos-huto/gorenje-rk611pw4-alulfagyasztos-hutoszekreny-p574546"
335|"Gorenje RK612PS4 grey"|"Gorenje RK612PS4"|"grey"|"GORENJE"|"Refrigerator"|"A++"|234|36|60|185|64|72|2|229|97|326|"edigital"|104990|"https://edigital.hu/alulfagyasztos-huto/gorenje-rk612ps4-alulfagyasztos-hutoszekreny-p574549"
336|"Gorenje RK612PW4 white"|"Gorenje RK612PW4"|"white"|"GORENJE"|"Refrigerator"|"A++"|234|36|60|185|64|72|2|229|97|326|"edigital"|99990|"https://edigital.hu/alulfagyasztos-huto/gorenje-rk612pw4-alulfagyasztos-hutoszekreny-p574548"
337|"Gorenje RK612SYB4 black"|"Gorenje RK612SYB4"|"black"|"GORENJE"|"Refrigerator"|"A++"|232|36|60|185|64|76|2|229|97|326|"edigital"|134900|"https://edigital.hu/alulfagyasztos-huto/gorenje-rk612syb4-alulfagyasztos-hutoszekreny-fekete-p652736"
338|"Gorenje RK6193LW4 white"|"Gorenje RK6193LW4"|"white"|"GORENJE"|"Refrigerator"|"A+++"|153|36|60|185|64|72|2|229|97|326|"edigital"|134990|"https://edigital.hu/alulfagyasztos-huto/gorenje-rk6193lw4-alulfagyasztos-hutoszekreny-p574552"
339|"Gorenje RK6193LX4 grey"|"Gorenje RK6193LX4"|"grey"|"GORENJE"|"Refrigerator"|"A+++"|153|36|60|185|64|172|2|229|97|326|"edigital"|149990|"https://edigital.hu/alulfagyasztos-huto/gorenje-rk6193lx4-alufagyasztos-hutoszekreny-p574553"
340|"Gorenje RKI4181E1 NA"|"Gorenje RKI4181E1"|NA|"GORENJE"|"Refrigerator"|"A+"|75|36|54|177|54|61|2|189|71|260|"edigital"|119990|"https://edigital.hu/beepitheto-huto/gorenje-rki4181e1-beepitheto-hutoszekreny-p508676"
341|"Gorenje RKI4182E1 NA"|"Gorenje RKI4182E1"|NA|"GORENJE"|"Refrigerator"|"A++"|215|36|56|178|57|61|2|189|71|260|"edigital"|144990|"https://edigital.hu/beepitheto-huto/gorenje-rki4182e1-beepitheto-hutoszekreny-p508675"
342|"Gorenje RKI5182A1 white"|"Gorenje RKI5182A1"|"white"|"GORENJE"|"Refrigerator"|"A++"|225|36|55|177|54|68|2|190|73|263|"edigital"|177900|"https://edigital.hu/beepitheto-huto/gorenje-rki5182a1-beepitheto-alulfagyasztos-hutoszekreny-p652670"
343|"Guzzanti GZ 12 black"|"Guzzanti GZ 12"|"black"|"GUZZANTI"|"Wine refrigerator"|"B"|237|12|25|64|50|14|1|35|NA|35|"edigital"|38990|"https://edigital.hu/borhuto/guzzanti-gz-12-borhuto-p564217"
344|"Guzzanti GZ 16 black"|"Guzzanti GZ 16"|"black"|"GUZZANTI"|"Wine refrigerator"|NA|292|12|43|52|48|13|1|48|NA|48|"edigital"|50590|"https://edigital.hu/borhuto/guzzanti-gz-16-borhuto-p564301"
345|"Guzzanti GZ 34 black"|"Guzzanti GZ 34"|"black"|"GUZZANTI"|"Wine refrigerator"|"B"|162|12|85|48|43|26|1|98|NA|98|"edigital"|80790|"https://edigital.hu/borhuto/guzzanti-gz-34-borhuto-p564071"
346|"HAIER A3FE635CMJ grey"|"HAIER A3FE635CMJ"|"grey"|"HAIER"|NA|"A+"|337|24|60|190|67|83|1|233|97|330|"mediamarkt"|183999|"https://www.mediamarkt.hu/hu/product/_haier-a3fe635cmj-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1277858.html"
347|"HAIER BD103RAA white"|"HAIER BD103RAA"|"white"|"HAIER"|"Freezer"|"A+"|172|24|NA|NA|NA|NA|NA|NA|103|103|"mediamarkt"|47793|"https://www.mediamarkt.hu/hu/product/_haier-bd-103raa-fagyaszt%C3%B3l%C3%A1da-1266771.html"
348|"HAIER HB14FMAA grey"|"HAIER HB14FMAA"|"grey"|"HAIER"|"Refrigerator"|"A+"|335|24|77|190|77|95|NA|274|108|382|"mediamarkt"|200993|"https://www.mediamarkt.hu/hu/product/_haier-hb14fmaa-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1201798.html"
348|"HAIER HB14FMAA grey"|"HAIER HB14FMAA"|"grey"|"HAIER"|"Refrigerator"|"A+"|335|24|77|190|77|95|NA|274|108|382|"edigital"|179990|"https://edigital.hu/alulfagyasztos-huto/haier-hb14fmaa-no-frost-alulfagyasztos-hutoszekreny-p448784"
349|"HAIER HRF450DS6 grey"|"HAIER HRF450DS6"|"grey"|"HAIER"|"Refrigerator"|"A+"|385|24|83|179|66|92|2|273|177|450|"mediamarkt"|189996|"https://www.mediamarkt.hu/hu/product/_haier-hrf-450ds6-side-by-side-h%C5%B1t%C5%91szekr%C3%A9ny-1234759.html"
349|"HAIER HRF450DS6 grey"|"HAIER HRF450DS6"|"grey"|"HAIER"|"Refrigerator"|"A+"|385|24|83|179|66|92|2|273|177|450|"edigital"|164990|"https://edigital.hu/side-side-huto/haier-hrf-450ds6-side-side-hutoszekreny-p508177"
350|"HAIER HRF521DM6 grey"|"HAIER HRF521DM6"|"grey"|"HAIER"|"Refrigerator"|"A+"|435|24|91|179|66|115|2|343|178|521|"edigital"|184990|"https://edigital.hu/side-side-huto/haier-hrf-521dm6-side-side-no-frost-hutoszekreny-p599150"
350|"HAIER HRF521DM6 grey"|"HAIER HRF521DM6"|"grey"|"HAIER"|"Refrigerator"|"A+"|435|24|91|179|66|115|2|343|178|521|"mediamarkt"|192993|"https://www.mediamarkt.hu/hu/product/_haier-hrf-521dm6-side-by-side-h%C5%B1t%C5%91szekr%C3%A9ny-1197475.html"
351|"HAIER HRF522IG6 grey"|"HAIER HRF522IG6"|"grey"|"HAIER"|"Refrigerator"|"A+"|350|24|91|179|66|100|2|331|169|500|"mediamarkt"|238993|"https://www.mediamarkt.hu/hu/product/_haier-hrf-522ig6-side-by-side-h%C5%B1t%C5%91szekr%C3%A9ny-1277859.html"
351|"HAIER HRF522IG6 grey"|"HAIER HRF522IG6"|"grey"|"HAIER"|"Refrigerator"|"A+"|350|24|91|179|66|100|2|331|169|500|"edigital"|199990|"https://edigital.hu/side-side-huto/haier-hrf-522ig6-side-side-hutoszekreny-p664406"
352|"HAIER HRF522IG7 grey"|"HAIER HRF522IG7"|"grey"|"HAIER"|NA|"A++"|332|24|91|179|66|100|2|331|169|500|"mediamarkt"|252993|"https://www.mediamarkt.hu/hu/product/_haier-hrf-522ig7-side-by-side-h%C5%B1t%C5%91szekr%C3%A9ny-1277860.html"
353|"HAUSMEISTER HM 1840 white"|"HAUSMEISTER HM 1840"|"white"|"HAUSMEISTER"|"Freezer"|"A+"|260|12|60|150|63|45|NA|NA|220|220|"mediamarkt"|89796|"https://www.mediamarkt.hu/hu/product/_hausmeister-hm-1840-fagyaszt%C3%B3szekr%C3%A9ny-1080066.html"
354|"HAUSMEISTER HM 3101 white"|"HAUSMEISTER HM 3101"|"white"|"HAUSMEISTER"|"Refrigerator"|"A+"|106|12|44|50|49|31|NA|46|NA|46|"mediamarkt"|32793|"https://www.mediamarkt.hu/hu/product/_hausmeister-hm-3101-h%C5%B1t%C5%91szekr%C3%A9ny-1095386.html"
355|"HITACHI RBG410PRU6X beige"|"HITACHI RBG410PRU6X"|"beige"|"HITACHI"|NA|"A++"|219|48|60|190|65|NA|NA|215|115|330|"mediamarkt"|259693|"https://www.mediamarkt.hu/hu/product/_hitachi-r-bg410pru6x-gbe-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1272616.html"
356|"HITACHI RBG410PRU6X black"|"HITACHI RBG410PRU6X"|"black"|"HITACHI"|NA|"A++"|219|48|60|190|65|NA|NA|215|115|330|"mediamarkt"|290596|"https://www.mediamarkt.hu/hu/product/_hitachi-r-bg410pru6x-gbk-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1272614.html"
357|"HITACHI RBG410PRU6X black, grey"|"HITACHI RBG410PRU6X"|"black, grey"|"HITACHI"|NA|"A++"|219|48|60|190|65|NA|NA|215|115|330|"mediamarkt"|289793|"https://www.mediamarkt.hu/hu/product/_hitachi-r-bg410pru6x-xgr-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1272615.html"
358|"HITACHI RWB550PRU2 black"|"HITACHI RWB550PRU2"|"black"|"HITACHI"|NA|"A+"|350|48|75|178|76|96|NA|335|94|429|"mediamarkt"|367993|"https://www.mediamarkt.hu/hu/product/_hitachi-r-wb550pru2-gbk-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1272612.html"
359|"HOTPOINT ARISTON ENBYH 19323 grey"|"HOTPOINT ARISTON ENBYH 19323"|"grey"|"HOTPOINT ARISTON"|"Refrigerator"|"A++"|328|24|70|196|76|85|2|301|148|449|"mediamarkt"|198999|"https://www.mediamarkt.hu/hu/product/_hotpoint-ariston-enbyh-19323-fw-o3-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1120186.html"
359|"HOTPOINT ARISTON ENBYH 19323 grey"|"HOTPOINT ARISTON ENBYH 19323"|"grey"|"HOTPOINT ARISTON"|"Refrigerator"|"A++"|328|24|70|196|76|85|2|301|148|449|"edigital"|189990|"https://edigital.hu/alulfagyasztos-huto/hotpoint-ariston-enbyh-19323-fw-o3-alulfagyasztos-hutoszekreny-no-frost-70cm-szeles-p382705"
360|"HOTPOINT ARISTON ENTM 18210 white"|"HOTPOINT ARISTON ENTM 18210"|"white"|"HOTPOINT ARISTON"|"Refrigerator"|"A+"|326|24|70|181|70|50|2|340|95|435|"mediamarkt"|118999|"https://www.mediamarkt.hu/hu/product/_hotpoint-ariston-entm-18210-vw-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1108528.html"
360|"HOTPOINT ARISTON ENTM 18210 white"|"HOTPOINT ARISTON ENTM 18210"|"white"|"HOTPOINT ARISTON"|"Refrigerator"|"A+"|326|24|70|181|70|50|2|340|95|435|"edigital"|114990|"https://edigital.hu/felulfagyasztos-huto/hotpoint-ariston-entm-18210-vw-felulfagyasztos-hutoszekreny-p238407"
361|"HOTPOINT ARISTON ENTM 18220 grey"|"HOTPOINT ARISTON ENTM 18220"|"grey"|"HOTPOINT ARISTON"|"Refrigerator"|"A+"|326|24|70|181|67|40|2|341|94|435|"mediamarkt"|122999|"https://www.mediamarkt.hu/hu/product/_hotpoint-ariston-entm-18220-vw-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1108529.html"
361|"HOTPOINT ARISTON ENTM 18220 grey"|"HOTPOINT ARISTON ENTM 18220"|"grey"|"HOTPOINT ARISTON"|"Refrigerator"|"A+"|326|24|70|181|67|40|2|341|94|435|"edigital"|124990|"https://edigital.hu/felulfagyasztos-huto/hotpoint-ariston-entm-18220-vw-felulfagyasztos-hutoszekreny-p562765"
362|"HOTPOINT ARISTON ENTM 182A0 grey"|"HOTPOINT ARISTON ENTM 182A0"|"grey"|"HOTPOINT ARISTON"|"Refrigerator"|"A+"|341|24|70|181|68|68|2|341|94|435|"mediamarkt"|117996|"https://www.mediamarkt.hu/hu/product/_hotpoint-ariston-entm-182a0-vw-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1136029.html"
362|"HOTPOINT ARISTON ENTM 182A0 grey"|"HOTPOINT ARISTON ENTM 182A0"|"grey"|"HOTPOINT ARISTON"|"Refrigerator"|"A+"|341|24|70|181|68|68|2|341|94|435|"edigital"|119990|"https://edigital.hu/felulfagyasztos-huto/hotpoint-ariston-entm-182a0-vw-felulfagyasztos-hutoszekreny-p381667"
363|"HOTPOINT ARISTON SXBHAE 925 black"|"HOTPOINT ARISTON SXBHAE 925"|"black"|"HOTPOINT ARISTON"|"Refrigerator"|"A+"|430|24|90|179|75|NA|2|339|171|510|"mediamarkt"|302999|"https://www.mediamarkt.hu/hu/product/_hotpoint-ariston-sxbhae-925-no-frost-side-by-side-h%C5%B1t%C5%91szekr%C3%A9ny-1260019.html"
364|"HYUNDAI FSB050WW8 white"|"HYUNDAI FSB050WW8"|"white"|"HYUNDAI"|"Freezer"|"A+"|153|24|44|51|49|19|1|0|34|34|"mediamarkt"|39796|"https://www.mediamarkt.hu/hu/product/_hyundai-fsb050ww8-fagyaszt%C3%B3szekr%C3%A9ny-1122233.html"
364|"HYUNDAI FSB050WW8 white"|"HYUNDAI FSB050WW8"|"white"|"HYUNDAI"|"Freezer"|"A+"|153|24|44|51|49|19|1|0|34|34|"edigital"|39990|"https://edigital.hu/fagyasztoszekreny/hyundai-fsb050ww8-fagyaszto-szekreny-p292022"
365|"HYUNDAI HYURSC050WW8 white"|"HYUNDAI HYURSC050WW8"|"white"|"HYUNDAI"|"Refrigerator"|"A+"|110|24|44|51|47|17|NA|42|4|46|"mediamarkt"|35499|"https://www.mediamarkt.hu/hu/product/_hyundai-hyursc050ww8-h%C5%B1t%C5%91szekr%C3%A9ny-1122232.html"
366|"HYUNDAI VIN6 black"|"HYUNDAI VIN6"|"black"|"HYUNDAI"|"Wine refrigerator"|"A+"|NA|24|25|51|38|8|NA|16|NA|16|"edigital"|32990|"https://edigital.hu/borhuto/hyundai-vin6-borhuto-p363001"
367|"Haier HTTF406EW white"|"Haier HTTF406EW"|"white"|"HAIER"|"Refrigerator"|"A+"|110|24|48|85|44|22|1|NA|NA|0|"edigital"|34990|"https://edigital.hu/egyajtos-huto/haier-httf-406ew-egyajtos-hutoszekreny-p692084"
368|"Hausmeister HM 3192 white"|"Hausmeister HM 3192"|"white"|"HAUSMEISTER"|"Refrigerator"|"A+"|237|24|55|177|58|50|2|205|68|273|"edigital"|67990|"https://edigital.hu/alulfagyasztos-huto/hausmeister-hm-3192-alulfagyasztos-hutoszekreny-p576111"
369|"Hausmeister HM3101H white"|"Hausmeister HM3101H"|"white"|"HAUSMEISTER"|"Refrigerator"|"A+"|106|24|44|50|48|31|1|46|6|52|"edigital"|34990|"https://edigital.hu/egyajtos-huto/hausmeister-hm3101h-minibar-p445486"
370|"Hausmeister HM3108 white"|"Hausmeister HM3108"|"white"|"HAUSMEISTER"|"Refrigerator"|"A+"|113|24|47|83|45|NA|1|82|9|91|"edigital"|35990|"https://edigital.hu/egyajtos-huto/hausmeister-hm3108-hutoszekreny-p445487"
371|"Hausmeister HM3220 white"|"Hausmeister HM3220"|"white"|"HAUSMEISTER"|"Refrigerator"|"A+"|NA|24|50|123|58|NA|NA|155|40|195|"edigital"|54990|"https://edigital.hu/felulfagyasztos-huto/hausmeister-hm3220-kombinalt-hutoszekreny-p445488"
372|"Hausmeister HM3222 white"|"Hausmeister HM3222"|"white"|"HAUSMEISTER"|"Refrigerator"|"A+"|219|24|55|142|58|NA|2|171|41|212|"edigital"|56990|"https://edigital.hu/felulfagyasztos-huto/hausmeister-hm3222-kombinalt-hutoszekreny-p498908"
373|"Hotpoint Ariston BCB 7030 NA"|"Hotpoint Ariston BCB 7030"|NA|"HOTPOINT ARISTON"|"Refrigerator"|"A++"|250|24|54|177|54|58|2|197|63|260|"edigital"|179990|"https://edigital.hu/beepitheto-huto/hotpoint-ariston-bcb-7030-aaa-f-c-beepitheto-hutoszekreny-no-frost-p531545"
374|"Hotpoint Ariston BF 1801 white"|"Hotpoint Ariston BF 1801"|"white"|"HOTPOINT ARISTON"|"Freezer"|"A+"|308|24|54|177|54|NA|1|0|210|210|"edigital"|219990|"https://edigital.hu/beepitheto-huto/hotpoint-ariston-bf-1801-e-f-aa-beepitheto-fagyasztoszekreny-p489466"
375|"Hotpoint Ariston BF1801EFAA fagyasztószekrény white"|"Hotpoint Ariston BF1801EFAA fagyasztószekrény"|"white"|"HOTPOINT ARISTON"|"Refrigerator"|"A+"|308|24|54|177|54|57|1|NA|240|240|"edigital"|192990|"https://edigital.hu/fagyasztoszekreny/hotpoint-ariston-bf1801efaa-fagyasztoszekreny-p620790"
376|"Hotpoint Ariston XH9 T3Z grey"|"Hotpoint Ariston XH9 T3Z"|"grey"|"HOTPOINT ARISTON"|"Refrigerator"|"A+++"|NA|24|60|201|72|NA|1|NA|NA|0|"edigital"|349990|"https://edigital.hu/alulfagyasztos-huto/hotpoint-ariston-xh9-t3z-xojzv-alulfagyasztos-hutoszekreny-p482631"
377|"Hyundai HYUVIN12DZ black"|"Hyundai HYUVIN12DZ"|"black"|"HYUNDAI"|"Wine refrigerator"|"A"|133|24|26|67|52|16|1|33|0|33|"edigital"|52990|"https://edigital.hu/borhuto/hyundai-hyuvin12dz-borhuto-2-zonas-p411999"
378|"Hyundai RSC050WW8 white"|"Hyundai RSC050WW8"|"white"|"HYUNDAI"|"Refrigerator"|"A+"|106|24|44|51|47|13|1|42|4|46|"edigital"|32990|"https://edigital.hu/egyajtos-huto/hyundai-rsc050ww8-hutoszekreny-p292020"
379|"Hyundai VIN12B black"|"Hyundai VIN12B"|"black"|"HYUNDAI"|"Wine refrigerator"|"C"|266|24|36|49|51|NA|1|33|0|33|"edigital"|39990|"https://edigital.hu/borhuto/hyundai-vin12b-borhuto-p294764"
380|"Hyundai VIN18 black"|"Hyundai VIN18"|"black"|"HYUNDAI"|"Wine refrigerator"|"B"|186|24|36|65|52|14|1|48|0|48|"edigital"|43990|"https://edigital.hu/borhuto/hyundai-vin18-borhuto-p294763"
381|"Hyundai VIN18DZ black"|"Hyundai VIN18DZ"|"black"|"HYUNDAI"|"Wine refrigerator"|"D"|241|24|26|96|52|18|NA|53|0|53|"edigital"|59990|"https://edigital.hu/borhuto/hyundai-vin18dz-borhuto-p294762"
382|"Hyundai VIN32DZ black"|"Hyundai VIN32DZ"|"black"|"HYUNDAI"|"Wine refrigerator"|"B"|164|24|40|84|52|24|1|78|0|78|"edigital"|72990|"https://edigital.hu/borhuto/hyundai-vin32dz-borhuto-p294761"
383|"INDESIT LI6 S1 white"|"INDESIT LI6 S1"|"white"|"INDESIT"|"Refrigerator"|"A+"|255|24|60|159|66|58|2|196|75|271|"mediamarkt"|84999|"https://www.mediamarkt.hu/hu/product/_indesit-li6-s1-w-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1191057.html"
383|"INDESIT LI6 S1 white"|"INDESIT LI6 S1"|"white"|"INDESIT"|"Refrigerator"|"A+"|255|24|60|159|66|58|2|196|75|271|"edigital"|84990|"https://edigital.hu/alulfagyasztos-huto/indesit-li6-s1-w-alulfagyasztos-hutoszekreny-p414580"
384|"INDESIT LI7 S1 white"|"INDESIT LI7 S1"|"white"|"INDESIT"|"Refrigerator"|"A+"|297|24|60|176|66|66|2|197|111|308|"mediamarkt"|89996|"https://www.mediamarkt.hu/hu/product/_indesit-li7-s1-w-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1191058.html"
384|"INDESIT LI7 S1 white"|"INDESIT LI7 S1"|"white"|"INDESIT"|"Refrigerator"|"A+"|297|24|60|176|66|66|2|197|111|308|"edigital"|89990|"https://edigital.hu/alulfagyasztos-huto/indesit-li7-s1-w-alulfagyasztos-hutoszekreny-p414577"
385|"INDESIT LI7 S1 grey"|"INDESIT LI7 S1"|"grey"|"INDESIT"|"Refrigerator"|"A+"|297|24|60|176|66|66|NA|196|111|307|"mediamarkt"|94999|"https://www.mediamarkt.hu/hu/product/_indesit-li7-s1-x-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1191059.html"
386|"INDESIT LI8 S1 white"|"INDESIT LI8 S1"|"white"|"INDESIT"|"Refrigerator"|"A+"|309|24|60|189|66|72|2|228|111|339|"mediamarkt"|94999|"https://www.mediamarkt.hu/hu/product/_indesit-li8-s1-w-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1191060.html"
386|"INDESIT LI8 S1 white"|"INDESIT LI8 S1"|"white"|"INDESIT"|"Refrigerator"|"A+"|309|24|60|189|66|72|2|228|111|339|"edigital"|94990|"https://edigital.hu/alulfagyasztos-huto/indesit-li8-s1-w-alulfagyaszros-hutoszekreny-p414575"
387|"INDESIT LI8 S1 grey"|"INDESIT LI8 S1"|"grey"|"INDESIT"|"Refrigerator"|"A+"|309|24|60|189|66|72|2|228|111|339|"mediamarkt"|104996|"https://www.mediamarkt.hu/hu/product/_indesit-li8-s1-x-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1191061.html"
387|"INDESIT LI8 S1 grey"|"INDESIT LI8 S1"|"grey"|"INDESIT"|"Refrigerator"|"A+"|309|24|60|189|66|72|2|228|111|339|"edigital"|104990|"https://edigital.hu/alulfagyasztos-huto/indesit-li8-s1-x-alulfagyasztos-hutoszekreny-p414574"
388|"INDESIT LR6 S2 white"|"INDESIT LR6 S2"|"white"|"INDESIT"|"Refrigerator"|"A++"|209|24|60|159|66|60|2|196|75|271|"mediamarkt"|89999|"https://www.mediamarkt.hu/hu/product/_indesit-lr6-s2-w-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1209926.html"
388|"INDESIT LR6 S2 white"|"INDESIT LR6 S2"|"white"|"INDESIT"|"Refrigerator"|"A++"|209|24|60|159|66|60|2|196|75|271|"edigital"|89990|"https://edigital.hu/alulfagyasztos-huto/indesit-lr6-s2-w-alulfagyasztos-hutoszekreny-p468819"
389|"INDESIT LR6 S2 grey"|"INDESIT LR6 S2"|"grey"|"INDESIT"|"Refrigerator"|"A++"|209|24|60|159|66|60|2|196|75|271|"mediamarkt"|94996|"https://www.mediamarkt.hu/hu/product/_indesit-lr6-s2-x-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1209925.html"
389|"INDESIT LR6 S2 grey"|"INDESIT LR6 S2"|"grey"|"INDESIT"|"Refrigerator"|"A++"|209|24|60|159|66|60|2|196|75|271|"edigital"|94990|"https://edigital.hu/alulfagyasztos-huto/indesit-lr6-s2-x-alulfagyasztos-hutoszekreny-inox-p464070"
390|"Indesit LR7 S2 white"|"Indesit LR7 S2"|"white"|"INDESIT"|"Refrigerator"|"A++"|233|24|60|176|66|63|2|196|111|307|"mediamarkt"|94999|"https://www.mediamarkt.hu/hu/product/_indesit-lr7-s2-w-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1209928.html"
390|"Indesit LR7 S2 white"|"Indesit LR7 S2"|"white"|"INDESIT"|"Refrigerator"|"A++"|233|24|60|176|66|63|2|196|111|307|"edigital"|94990|"https://edigital.hu/alulfagyasztos-huto/indesit-lr7-s2-w-alulfagyasztos-hutoszekreny-p464069"
391|"INDESIT LR8 S2 white"|"INDESIT LR8 S2"|"white"|"INDESIT"|"Refrigerator"|"A++"|243|24|60|189|66|NA|2|228|111|339|"mediamarkt"|104996|"https://www.mediamarkt.hu/hu/product/_indesit-lr8-s2-wb-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1226760.html"
391|"INDESIT LR8 S2 white"|"INDESIT LR8 S2"|"white"|"INDESIT"|"Refrigerator"|"A++"|243|24|60|189|66|NA|2|228|111|339|"edigital"|104990|"https://edigital.hu/alulfagyasztos-huto/indesit-lr8-s2-w-b-alulfagyasztos-hutoszekreny-p482646"
392|"INDESIT LR8 S2 grey"|"INDESIT LR8 S2"|"grey"|"INDESIT"|"Refrigerator"|"A++"|243|24|60|189|66|NA|2|228|111|339|"mediamarkt"|114996|"https://www.mediamarkt.hu/hu/product/_indesit-lr8-s2-xb-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1226761.html"
392|"INDESIT LR8 S2 grey"|"INDESIT LR8 S2"|"grey"|"INDESIT"|"Refrigerator"|"A++"|243|24|60|189|66|NA|2|228|111|339|"edigital"|114990|"https://edigital.hu/alulfagyasztos-huto/indesit-lr8-s2-x-b-alulfagyasztos-hutoszekreny-p482647"
