"common_item_id"|"common_item_name"|"item_name_short"|"colour"|"producer"|"type"|"energy_class"|"energy_consumption"|"guarantee_month"|"width_cm"|"height_cm"|"depth_cm"|"weight_kg"|"n_doors"|"cooling_capacity_l"|"freezing_capacity_l"|"total_capacity"|"website"|"item_price"|"link"
152|"BOSCH KGE39VI4A grey"|"BOSCH KGE39VI4A"|"grey"|"BOSCH"|"Refrigerator"|"A+++"|168|24|60|201|65|77|2|249|88|337|"mediamarkt"|215793|"https://www.mediamarkt.hu/hu/product/_bosch-kge39vi4a-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1259674.html"
152|"BOSCH KGE39VI4A grey"|"BOSCH KGE39VI4A"|"grey"|"BOSCH"|"Refrigerator"|"A+++"|168|24|60|201|65|77|2|249|88|337|"edigital"|224990|"https://edigital.hu/alulfagyasztos-huto/bosch-kge39vi4a-alulfagyasztos-hutoszekreny-p561591"
153|"BOSCH KGF56PI40 grey"|"BOSCH KGF56PI40"|"grey"|"BOSCH"|"Refrigerator"|"A+++"|216|24|70|193|80|100|2|375|105|480|"mediamarkt"|366993|"https://www.mediamarkt.hu/hu/product/_bosch-kgf56pi40-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1259675.html"
153|"BOSCH KGF56PI40 grey"|"BOSCH KGF56PI40"|"grey"|"BOSCH"|"Refrigerator"|"A+++"|216|24|70|193|80|100|2|375|105|480|"edigital"|341890|"https://edigital.hu/alulfagyasztos-huto/bosch-kgf56pi40-alulfagyasztos-hutoszekreny-no-frost-serie8-p561615"
154|"BOSCH KGN 39 grey"|"BOSCH KGN 39"|"grey"|"BOSCH"|"Refrigerator"|"A++"|273|24|60|203|66|80|2|279|87|366|"mediamarkt"|682990|"https://www.mediamarkt.hu/hu/product/_bosch-kgn-39-hiep-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1308903.html"
155|"BOSCH KGN36NL3A grey"|"BOSCH KGN36NL3A"|"grey"|"BOSCH"|"Refrigerator"|"A++"|235|24|60|186|66|70|2|215|87|302|"mediamarkt"|154899|"https://www.mediamarkt.hu/hu/product/_bosch-kgn36nl3a-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1233313.html"
155|"BOSCH KGN36NL3A grey"|"BOSCH KGN36NL3A"|"grey"|"BOSCH"|"Refrigerator"|"A++"|235|24|60|186|66|70|2|215|87|302|"edigital"|144990|"https://edigital.hu/alulfagyasztos-huto/bosch-kgn36nl3a-alulfagyaszatos-hutoszekreny-inoxlook-no-frost-p499941"
156|"BOSCH KGN36NW30 white"|"BOSCH KGN36NW30"|"white"|"BOSCH"|"Refrigerator"|"A++"|235|24|60|186|66|68|2|215|87|302|"mediamarkt"|144899|"https://www.mediamarkt.hu/hu/product/_bosch-kgn36nw30-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1198176.html"
156|"BOSCH KGN36NW30 white"|"BOSCH KGN36NW30"|"white"|"BOSCH"|"Refrigerator"|"A++"|235|24|60|186|66|68|2|215|87|302|"edigital"|139990|"https://edigital.hu/alulfagyasztos-huto/bosch-kgn36nw30-alulfagyasztos-hutoszekreny-p420980"
157|"BOSCH KGN39AI35 grey"|"BOSCH KGN39AI35"|"grey"|"BOSCH"|"Refrigerator"|"A++"|273|24|60|203|66|75|2|279|87|366|"edigital"|219990|"https://edigital.hu/alulfagyasztos-huto/bosch-kgn39ai35-alulfagyasztos-hutoszekreny-p418542"
158|"BOSCH KGN49LB30 black"|"BOSCH KGN49LB30"|"black"|"BOSCH"|"Refrigerator"|"A++"|303|24|70|203|67|106|2|330|105|435|"mediamarkt"|327999|"https://www.mediamarkt.hu/hu/product/_bosch-kgn49lb30-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1273981.html"
159|"BOSCH KGN56AI30 grey"|"BOSCH KGN56AI30"|"grey"|"BOSCH"|"Refrigerator"|"A+"|325|NA|70|193|80|101|NA|400|105|505|"mediamarkt"|300996|"https://www.mediamarkt.hu/hu/product/_bosch-kgn56ai30-no-frost-alulfagyaszt%C3%B3s-h%C5%B1t%C5%91szekr%C3%A9ny-1198179.html"
160|"BOSCH KGN56XI40 grey"|"BOSCH KGN56XI40"|"grey"|"BOSCH"|"Refrigerator"|"A+++"|217|24|70|193|80|94|2|400|105|505|"mediamarkt"|339899|"https://www.mediamarkt.hu/hu/product/_bosch-kgn56xi40-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1246867.html"
161|"BOSCH KGV36VL32 grey"|"BOSCH KGV36VL32"|"grey"|"BOSCH"|"Refrigerator"|"A++"|226|24|60|186|65|79|NA|213|94|307|"mediamarkt"|131996|"https://www.mediamarkt.hu/hu/product/_bosch-kgv36vl32-s-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1140891.html"
162|"BOSCH KGV36VW32 white"|"BOSCH KGV36VW32"|"white"|"BOSCH"|"Refrigerator"|"A++"|226|24|60|186|65|78|2|214|94|308|"edigital"|129990|"https://edigital.hu/alulfagyasztos-huto/bosch-kgv36vw32-alulfagyasztos-hutoszekreny-p358222"
162|"BOSCH KGV36VW32 white"|"BOSCH KGV36VW32"|"white"|"BOSCH"|"Refrigerator"|"A++"|226|24|60|186|65|78|2|214|94|308|"mediamarkt"|126796|"https://www.mediamarkt.hu/hu/product/_bosch-kgv36vw32-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1163685.html"
163|"BOSCH KGV39VL31 grey"|"BOSCH KGV39VL31"|"grey"|"BOSCH"|"Refrigerator"|"A++"|237|24|60|201|65|87|NA|248|94|342|"mediamarkt"|159796|"https://www.mediamarkt.hu/hu/product/_bosch-kgv39vl31-s-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1140894.html"
164|"BOSCH KGV39VW31 white"|"BOSCH KGV39VW31"|"white"|"BOSCH"|"Refrigerator"|"A++"|237|24|60|201|65|84|NA|249|94|343|"mediamarkt"|135899|"https://www.mediamarkt.hu/hu/product/_bosch-kgv39vw31-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1140893.html"
165|"BOSCH KGV58VL31 grey"|"BOSCH KGV58VL31"|"grey"|"BOSCH"|"Refrigerator"|"A++"|292|24|70|191|77|100|NA|376|124|500|"mediamarkt"|194796|"https://www.mediamarkt.hu/hu/product/_bosch-kgv58vl31-s-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1140899.html"
166|"BOSCH KSV 33 grey"|"BOSCH KSV 33"|"grey"|"BOSCH"|"Refrigerator"|"A++"|110|24|60|176|65|67|1|324|NA|324|"mediamarkt"|178993|"https://www.mediamarkt.hu/hu/product/_bosch-ksv-33-vl-3-p-h%C5%B1t%C5%91szekr%C3%A9ny-1256155.html"
167|"BOSCH KSV33VW3P white"|"BOSCH KSV33VW3P"|"white"|"BOSCH"|"Refrigerator"|"A++"|110|24|60|176|65|67|1|324|NA|324|"mediamarkt"|174993|"https://www.mediamarkt.hu/hu/product/_bosch-ksv33vw3p-h%C5%B1t%C5%91szekr%C3%A9ny-1259676.html"
168|"BOSCH KSV36BI3P grey"|"BOSCH KSV36BI3P"|"grey"|"BOSCH"|"Refrigerator"|"A++"|112|24|60|185|65|72|1|346|NA|346|"mediamarkt"|249799|"https://www.mediamarkt.hu/hu/product/_bosch-ksv36bi3p-h%C5%B1t%C5%91szekr%C3%A9ny-1259678.html"
169|"BOSCH KSV36VI3P grey"|"BOSCH KSV36VI3P"|"grey"|"BOSCH"|"Refrigerator"|"A++"|112|24|60|186|65|70|1|346|0|346|"mediamarkt"|197793|"https://www.mediamarkt.hu/hu/product/_bosch-ksv36vi3p-h%C5%B1t%C5%91szekr%C3%A9ny-1259677.html"
169|"BOSCH KSV36VI3P grey"|"BOSCH KSV36VI3P"|"grey"|"BOSCH"|"Refrigerator"|"A++"|112|24|60|186|65|70|1|346|0|346|"edigital"|204990|"https://edigital.hu/egyajtos-huto/bosch-ksv36vi3p-egyajtos-hutoszekreny-p626747"
170|"Beko BCSA283E2S white"|"Beko BCSA283E2S"|"white"|"BEKO"|"Refrigerator"|"A+"|302|60|54|178|54|NA|2|NA|78|78|"edigital"|99990|"https://edigital.hu/beepitheto-huto/beko-bcsa283e2s-beepitheto-kombinalt-hutoszekreny-p503569"
171|"Beko BU 1153 NA"|"Beko BU 1153"|NA|"BEKO"|"Refrigerator"|"A++"|138|60|60|82|54|28|1|92|15|107|"edigital"|77990|"https://edigital.hu/beepitheto-huto/beko-bu-1153-pult-ala-epitheto-huto-p489247"
172|"Beko CSA270M30W white"|"Beko CSA270M30W"|"white"|"BEKO"|"Refrigerator"|"A++"|219|24|60|171|60|53|2|175|87|262|"edigital"|89990|"https://edigital.hu/alulfagyasztos-huto/beko-csa270m30w-alulfagyasztos-hutoszekreny-p544827"
173|"Beko CSA300M20X grey"|"Beko CSA300M20X"|"grey"|"BEKO"|"Refrigerator"|"A+"|267|24|54|181|59|54|2|204|87|291|"edigital"|89990|"https://edigital.hu/alulfagyasztos-huto/beko-csa300m20x-alulfagyasztos-hutoszekreny-p599094"
174|"Beko FBI 5850 white"|"Beko FBI 5850"|"white"|"BEKO"|"Freezer"|"A+"|NA|60|54|177|54|62|1|NA|196|196|"edigital"|149990|"https://edigital.hu/fagyasztoszekreny/beko-fbi-5850-beepitheto-fagyaszto-p489248"
175|"Beko GN163130 grey"|"Beko GN163130"|"grey"|"BEKO"|"Refrigerator"|"A++"|381|60|91|182|72|114|2|353|190|543|"edigital"|249990|"https://edigital.hu/side-side-huto/beko-gn-163130-x-side-side-hutoszekreny-neo-frost-p561392"
176|"Beko GN163130ZGB black"|"Beko GN163130ZGB"|"black"|"BEKO"|"Refrigerator"|"A++"|381|60|97|179|72|NA|2|368|190|558|"edigital"|289990|"https://edigital.hu/side-side-huto/beko-gn163130zgb-side-side-hutoszekreny-p598347"
177|"Beko RCNA 366E30ZXP grey"|"Beko RCNA 366E30ZXP"|"grey"|"BEKO"|"Refrigerator"|"A++"|270|60|60|186|66|NA|2|215|109|324|"edigital"|159990|"https://edigital.hu/alulfagyasztos-huto/beko-rcna-366e30zxp-alulfagyasztos-hutoszekreny-neo-frost-p647713"
178|"Beko RCNA 366I30W white"|"Beko RCNA 366I30W"|"white"|"BEKO"|"Refrigerator"|"A++"|264|60|60|186|66|NA|2|215|109|324|"edigital"|139990|"https://edigital.hu/alulfagyasztos-huto/beko-rcna-366i30w-alulfagyasztos-hutoszekreny-neo-frost-p647712"
179|"Beko RCNA365 E32DZX grey"|"Beko RCNA365 E32DZX"|"grey"|"BEKO"|"Refrigerator"|"A++"|260|NA|60|185|65|NA|2|216|97|313|"edigital"|127990|"https://edigital.hu/alulfagyasztos-huto/beko-rcna-365-e32dzx-alulagyasztos-hutoszekreny-inox-ujracsomagolt-p630351"
180|"Beko RCNE 520E41 grey"|"Beko RCNE 520E41"|"grey"|"BEKO"|"Refrigerator"|"A+++"|211|NA|74|192|71|NA|2|330|124|454|"edigital"|215990|"https://edigital.hu/alulfagyasztos-huto/beko-rcne-520e41-zx-alulfagyasztos-hutoszekreny-inox-neo-frost-bontott-p685283"
181|"Beko RCSA240M30W white"|"Beko RCSA240M30W"|"white"|"BEKO"|"Refrigerator"|"A++"|210|24|54|153|60|48|2|142|87|229|"edigital"|79990|"https://edigital.hu/alulfagyasztos-huto/beko-rcsa-240m30w-alulfagyasztos-hutoszekreny-p549238"
182|"Beko RCSA330K30PT grey"|"Beko RCSA330K30PT"|"grey"|"BEKO"|"Refrigerator"|"A++"|229|NA|60|185|60|NA|2|197|95|292|"edigital"|87990|"https://edigital.hu/alulfagyasztos-huto/beko-rcsa-330k30pt-alulfagyasztos-hutoszekreny-inox-ujracsomagolt-p682798"
183|"Beko RDSA240K20W white"|"Beko RDSA240K20W"|"white"|"BEKO"|"Refrigerator"|"A+"|226|24|54|146|60|42|2|177|46|223|"edigital"|63990|"https://edigital.hu/felulfagyasztos-huto/beko-rdsa-240k20w-felulfagyasztos-hutoszekreny-p503861"
184|"Beko RFSA 240 white"|"Beko RFSA 240"|"white"|"BEKO"|"Freezer"|"A+"|257|24|60|151|60|51|NA|0|215|215|"edigital"|89990|"https://edigital.hu/fagyasztoszekreny/beko-rfsa-240-m23w-fagyasztoszekreny-fagyasztoszekreny-p424892"
185|"Beko RSSA 290M23W white"|"Beko RSSA 290M23W"|"white"|"BEKO"|"Refrigerator"|"A+"|136|24|60|151|60|48|1|286|NA|286|"edigital"|74990|"https://edigital.hu/egyajtos-huto/beko-rssa-290m23w-egyajtos-hutoszekreny-p510926"
186|"Beko WSA2400 white"|"Beko WSA2400"|"white"|"BEKO"|"Refrigerator"|"B"|730|24|54|134|60|53|1|240|0|240|"edigital"|89990|"https://edigital.hu/egyajtos-huto/beko-wsa-2400-uvegajtos-hutoszekreny-p506350"
187|"Beko RCSA225K20W alulfagyasztós hûtõszekrény white"|"Beko RCSA225K20W alulfagyasztós hûtõszekrény"|"white"|"BEKO"|"Refrigerator"|"A+"|249|24|54|144|59|42|2|142|64|206|"edigital"|69990|"https://edigital.hu/alulfagyasztos-huto/beko-rcsa225k20w-alulfagyasztos-hutoszekreny-p598345"
188|"Beko RDSA280K20W felülfagyasztós hûtõszekrény white"|"Beko RDSA280K20W felülfagyasztós hûtõszekrény"|"white"|"BEKO"|"Refrigerator"|"A+"|235|24|54|160|59|42|2|204|46|250|"edigital"|74990|"https://edigital.hu/felulfagyasztos-huto/beko-rdsa280k20w-felulfagyasztos-hutoszekreny-20446l-p598344"
189|"Bosch GSN36VI3P grey"|"Bosch GSN36VI3P"|"grey"|"BOSCH"|"Refrigerator"|"A++"|237|24|60|186|65|75|1|0|NA|0|"edigital"|215990|"https://edigital.hu/fagyasztoszekreny/bosch-gsn36vi3p-fagyasztoszekreny-p626749"
190|"Bosch KGE49KL4P grey"|"Bosch KGE49KL4P"|"grey"|"BOSCH"|"Refrigerator"|"A+++"|190|24|70|201|65|88|2|302|111|413|"edigital"|232690|"https://edigital.hu/alulfagyasztos-huto/bosch-kge49kl4p-alulfagyasztos-hutoszekreny-p585604"
191|"Bosch KGE49VW4A white"|"Bosch KGE49VW4A"|"white"|"BOSCH"|"Refrigerator"|"A+++"|190|24|70|201|65|85|2|302|111|413|"edigital"|244990|"https://edigital.hu/alulfagyasztos-huto/bosch-kge49vw4a-alulfagyasztos-hutoszekreny-p626740"
192|"Bosch KGN39VI45 grey"|"Bosch KGN39VI45"|"grey"|"BOSCH"|"Refrigerator"|"A+++"|182|NA|60|203|66|83|2|279|87|366|"edigital"|207990|"https://edigital.hu/alulfagyasztos-huto/bosch-kgn39vi45-alulfagyasztos-hutoszekreny-ujracsomagolt-p652963"
193|"Bosch KGN39XI38 grey"|"Bosch KGN39XI38"|"grey"|"BOSCH"|"Refrigerator"|"A++"|273|24|60|203|66|82|2|279|87|366|"edigital"|209990|"https://edigital.hu/alulfagyasztos-huto/bosch-kgn39xi38-alulfagyasztos-hutoszekreny-p523731"
194|"Bosch KGN46XL30 grey"|"Bosch KGN46XL30"|"grey"|"BOSCH"|"Refrigerator"|"A++"|288|24|70|186|67|79|2|280|105|385|"edigital"|229990|"https://edigital.hu/alulfagyasztos-huto/bosch-kgn46xl30-alulfagyasztos-hutoszekreny-p626742"
195|"Bosch KGN49AI31 grey"|"Bosch KGN49AI31"|"grey"|"BOSCH"|"Refrigerator"|"A++"|303|24|70|203|67|93|2|330|105|435|"edigital"|269990|"https://edigital.hu/alulfagyasztos-huto/bosch-kgn49ai31-alufagyasztos-hutoszekreny-p523733"
196|"Bosch KGV36VL32S grey"|"Bosch KGV36VL32S"|"grey"|"BOSCH"|"Refrigerator"|"A++"|226|24|60|186|65|74|2|213|94|307|"edigital"|134990|"https://edigital.hu/alulfagyasztos-huto/bosch-kgv36vl32s-alulfagyasztos-hutoszekreny-p477233"
197|"Bosch KIV34X20 NA"|"Bosch KIV34X20"|NA|"BOSCH"|"Refrigerator"|"A+"|279|24|56|178|55|NA|2|203|72|275|"edigital"|147990|"https://edigital.hu/beepitheto-huto/bosch-kiv34x20-beepitheto-hutoszekreny-p67882"
198|"CANDY CCOUS 6172WH white"|"CANDY CCOUS 6172WH"|"white"|"CANDY"|"Freezer"|"A+"|252|24|60|170|60|53|1|0|225|225|"mediamarkt"|103996|"https://www.mediamarkt.hu/hu/product/_candy-ccous-6172wh-fagyaszt%C3%B3szekr%C3%A9ny-1226230.html"
198|"CANDY CCOUS 6172WH white"|"CANDY CCOUS 6172WH"|"white"|"CANDY"|"Freezer"|"A+"|252|24|60|170|60|53|1|0|225|225|"edigital"|84990|"https://edigital.hu/fagyasztoszekreny/candy-ccous-6172wh-fagyasztoszekreny-p502559"
199|"CANDY CCTOS 482 white"|"CANDY CCTOS 482"|"white"|"CANDY"|"Refrigerator"|"A+"|112|24|48|84|50|24|1|87|10|97|"mediamarkt"|42799|"https://www.mediamarkt.hu/hu/product/_candy-cctos-482-wh-h%C5%B1t%C5%91szekr%C3%A9ny-1153176.html"
199|"CANDY CCTOS 482 white"|"CANDY CCTOS 482"|"white"|"CANDY"|"Refrigerator"|"A+"|112|24|48|84|50|24|1|87|10|97|"edigital"|42990|"https://edigital.hu/egyajtos-huto/candy-cctos-482-hutoszekreny-p402289"
200|"CANDY CCTOS 504 white"|"CANDY CCTOS 504"|"white"|"CANDY"|"Refrigerator"|"A++"|131|24|50|85|56|31|1|84|13|97|"mediamarkt"|54899|"https://www.mediamarkt.hu/hu/product/_candy-cctos-504-wh-h%C5%B1t%C5%91szekr%C3%A9ny-1163852.html"
200|"CANDY CCTOS 504 white"|"CANDY CCTOS 504"|"white"|"CANDY"|"Refrigerator"|"A++"|131|24|50|85|56|31|1|84|13|97|"edigital"|49990|"https://edigital.hu/egyajtos-huto/candy-cctos-504-wh-hutoszekreny-p372603"
201|"CANDY CCTUS 544WH white"|"CANDY CCTUS 544WH"|"white"|"CANDY"|"Freezer"|"A++"|138|24|55|85|59|35|NA|NA|82|82|"mediamarkt"|57999|"https://www.mediamarkt.hu/hu/product/_candy-cctus-544wh-fagyaszt%C3%B3szekr%C3%A9ny-1196643.html"
202|"CANDY CCVB 30 black"|"CANDY CCVB 30"|"black"|"CANDY"|"Wine refrigerator"|"B"|169|24|30|82|57|29|NA|NA|NA|0|"mediamarkt"|109999|"https://www.mediamarkt.hu/hu/product/_candy-ccvb-30-be%C3%A9p%C3%ADthet%C5%91-borh%C5%B1t%C5%91-1245558.html"
203|"CANDY CMDDS 5144WH white"|"CANDY CMDDS 5144WH"|"white"|"CANDY"|"Refrigerator"|"A++"|170|24|55|143|55|43|2|168|42|210|"mediamarkt"|72996|"https://www.mediamarkt.hu/hu/product/_candy-cmdds-5144wh-fel%C3%BClfagyaszt%C3%B3s-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1264176.html"
203|"CANDY CMDDS 5144WH white"|"CANDY CMDDS 5144WH"|"white"|"CANDY"|"Refrigerator"|"A++"|170|24|55|143|55|43|2|168|42|210|"edigital"|69990|"https://edigital.hu/felulfagyasztos-huto/candy-cmdds-5144wh-felulfagyasztos-hutoszekreny-p584170"
204|"CANDY CMGN 6184B black"|"CANDY CMGN 6184B"|"black"|"CANDY"|NA|NA|NA|24|60|186|64|NA|2|NA|NA|0|"mediamarkt"|147993|"https://www.mediamarkt.hu/hu/product/_candy-cmgn-6184b-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1278054.html"
205|"CANDY CMGN 6184S grey"|"CANDY CMGN 6184S"|"grey"|"CANDY"|NA|NA|NA|24|60|186|64|NA|2|NA|NA|0|"mediamarkt"|149993|"https://www.mediamarkt.hu/hu/product/_candy-cmgn-6184s-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1278055.html"
206|"CANDY CMGN 6184W white"|"CANDY CMGN 6184W"|"white"|"CANDY"|"Refrigerator"|"A++"|242|24|60|186|64|76|2|223|94|317|"mediamarkt"|147993|"https://www.mediamarkt.hu/hu/product/_candy-cmgn-6184w-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1278053.html"
206|"CANDY CMGN 6184W white"|"CANDY CMGN 6184W"|"white"|"CANDY"|"Refrigerator"|"A++"|242|24|60|186|64|76|2|223|94|317|"edigital"|119990|"https://edigital.hu/alulfagyasztos-huto/candy-cmgn-6184w-alulfagyasztos-hutoszekreny-feher-uvegajtoval-p607952"
207|"CANDY CMNR 6184W white"|"CANDY CMNR 6184W"|"white"|"CANDY"|"Refrigerator"|"A++"|240|24|60|186|64|62|2|223|94|317|"mediamarkt"|149993|"https://www.mediamarkt.hu/hu/product/_candy-cmnr-6184w-wifi-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1296953.html"
208|"CANDY CTLP130 white"|"CANDY CTLP130"|"white"|"CANDY"|"Refrigerator"|"A+"|112|24|49|85|50|22|1|112|NA|112|"mediamarkt"|44899|"https://www.mediamarkt.hu/hu/product/_candy-ctlp130-h%C5%B1t%C5%91szekr%C3%A9ny-1292923.html"
208|"CANDY CTLP130 white"|"CANDY CTLP130"|"white"|"CANDY"|"Refrigerator"|"A+"|112|24|49|85|50|22|1|112|NA|112|"edigital"|39990|"https://edigital.hu/egyajtos-huto/candy-ctlp130-egyajtos-hutoszekreny-p651802"
209|"CANDY CVRDS 6174RH red"|"CANDY CVRDS 6174RH"|"red"|"CANDY"|NA|"A++"|NA|24|60|175|64|62|2|241|63|304|"mediamarkt"|204999|"https://www.mediamarkt.hu/hu/product/_candy-cvrds-6174rh-fel%C3%BClfagyaszt%C3%B3s-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1292926.html"
210|"CASO WineDuett 21 grey"|"CASO WineDuett 21"|"grey"|"CASO"|"Wine refrigerator"|"B"|168|24|35|81|51|20|NA|60|NA|60|"mediamarkt"|109896|"https://www.mediamarkt.hu/hu/product/_caso-wineduett-21-630-borh%C5%B1t%C5%91-1175468.html"
211|"Candy CCTOS 544 white"|"Candy CCTOS 544"|"white"|"CANDY"|"Refrigerator"|"A++"|135|24|55|85|58|27|1|95|14|109|"edigital"|54990|"https://edigital.hu/egyajtos-huto/candy-cctos-544-wh-hutoszekreny-p449238"
212|"Candy CCVB 60D black"|"Candy CCVB 60D"|"black"|"CANDY"|"Wine refrigerator"|"D"|NA|24|60|81|57|27|2|116|NA|116|"edigital"|219990|"https://edigital.hu/borhuto/candy-ccvb-60d-beepitheto-borhuto-p599091"
213|"Candy CFDN 180 grey"|"Candy CFDN 180"|"grey"|"CANDY"|"Refrigerator"|"A+"|332|24|79|182|68|115|4|278|144|422|"edigital"|239990|"https://edigital.hu/side-side-huto/candy-cfdn-180-eu-side-side-hutoszekreny-inox-p642454"
214|"Candy CHSB 6186 grey"|"Candy CHSB 6186"|"grey"|"CANDY"|"Refrigerator"|"A+++"|147|24|60|185|60|58|2|223|84|307|"edigital"|129990|"https://edigital.hu/alulfagyasztos-huto/candy-chsb-6186-x-alulfagyasztos-hutoszekreny-inox-p682801"
215|"Candy CMCS 5154X grey"|"Candy CMCS 5154X"|"grey"|"CANDY"|"Refrigerator"|"A++"|235|24|54|150|56|NA|2|143|51|194|"edigital"|79990|"https://edigital.hu/alulfagyasztos-huto/candy-cmcs-5154x-alulfagyasztos-hutoszekreny-p576223"
216|"Candy CMFM 5144 white"|"Candy CMFM 5144"|"white"|"CANDY"|"Refrigerator"|"A++"|156|24|50|144|54|NA|2|119|42|161|"edigital"|74990|"https://edigital.hu/alulfagyasztos-huto/candy-cmfm-5144-w-alulfagyasztos-hutoszekreny-p576218"
217|"CANDY CMGN 6184B white"|"CANDY CMGN 6184B"|"white"|"CANDY"|"Refrigerator"|"A++"|242|24|60|186|64|76|2|223|94|317|"edigital"|169900|"https://edigital.hu/alulfagyasztos-huto/candy-cmgn-6184b-alulfagyasztos-hutoszekreny-fekete-uvegajto-p607954"
218|"Caso WineComfort 24 NA"|"Caso WineComfort 24"|NA|"CASO"|"Wine refrigerator"|"A"|139|36|40|88|60|36|1|NA|NA|0|"edigital"|199990|"https://edigital.hu/borhuto/caso-winecomfort-24-borhuto-645-p626113"
219|"Caso WineComfort 66 NA"|"Caso WineComfort 66"|NA|"CASO"|"Wine refrigerator"|"A"|150|36|60|104|68|57|2|191|NA|191|"edigital"|299990|"https://edigital.hu/borhuto/caso-winecomfort-66-borhuto-660-p626115"
220|"Caso Wineduett black"|"Caso Wineduett"|"black"|"CASO"|"Wine refrigerator"|"B"|140|36|34|52|51|14|1|NA|NA|0|"edigital"|89990|"https://edigital.hu/borhuto/caso-wineduett-touch-12-borhuto-fekete-625-p626120"
221|"Crown CM68B black"|"Crown CM68B"|"black"|"CROWN"|"Refrigerator"|"A+"|149|12|44|60|47|NA|1|68|0|68|"edigital"|44990|"https://edigital.hu/egyajtos-huto/crown-cm-68b-uvegajtos-hutoszekreny-minibar-p663091"
222|"Crown CM49B grey"|"Crown CM49B"|"grey"|"CROWN"|"Refrigerator"|"A+"|106|12|44|51|47|NA|1|42|4|46|"edigital"|39990|"https://edigital.hu/egyajtos-huto/crown-cm49b-hutoszekreny-minibar-p503508"
223|"Domo DO913DV white"|"Domo DO913DV"|"white"|"DOMO"|"Freezer"|"A++"|138|12|55|84|57|32|1|0|86|86|"edigital"|58590|"https://edigital.hu/fagyasztoszekreny/domo-do913dv-fagyasztoszekreny-p577162"
224|"ELECTROLUX EJ2301AOX2 grey"|"ELECTROLUX EJ2301AOX2"|"grey"|"ELECTROLUX"|"Refrigerator"|"A+"|224|24|55|140|60|45|2|180|43|223|"mediamarkt"|82893|"https://www.mediamarkt.hu/hu/product/_electrolux-ej2301aox2-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1139715.html"
224|"ELECTROLUX EJ2301AOX2 grey"|"ELECTROLUX EJ2301AOX2"|"grey"|"ELECTROLUX"|"Refrigerator"|"A+"|224|24|55|140|60|45|2|180|43|223|"edigital"|84990|"https://edigital.hu/felulfagyasztos-huto/electrolux-ej2301aox2-kombinalt-hutoszekreny-140-cm-p306212"
225|"ELECTROLUX EJ2302AOW2 white"|"ELECTROLUX EJ2302AOW2"|"white"|"ELECTROLUX"|"Refrigerator"|"A++"|185|24|55|140|60|47|2|184|44|228|"mediamarkt"|79993|"https://www.mediamarkt.hu/hu/product/_electrolux-ej2302aow2-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1140137.html"
225|"ELECTROLUX EJ2302AOW2 white"|"ELECTROLUX EJ2302AOW2"|"white"|"ELECTROLUX"|"Refrigerator"|"A++"|185|24|55|140|60|47|2|184|44|228|"edigital"|79990|"https://edigital.hu/felulfagyasztos-huto/electrolux-ej2302aow2-kombinalt-hutoszekreny-140-cm-p362118"
226|"ELECTROLUX EJ2302AOX2 grey"|"ELECTROLUX EJ2302AOX2"|"grey"|"ELECTROLUX"|"Refrigerator"|"A++"|185|24|55|140|60|46|2|184|44|228|"mediamarkt"|89993|"https://www.mediamarkt.hu/hu/product/_electrolux-ej2302aox2-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1139716.html"
226|"ELECTROLUX EJ2302AOX2 grey"|"ELECTROLUX EJ2302AOX2"|"grey"|"ELECTROLUX"|"Refrigerator"|"A++"|185|24|55|140|60|46|2|184|44|228|"edigital"|82990|"https://edigital.hu/felulfagyasztos-huto/electrolux-ej2302aox2-kombinalt-hutoszekreny-140-cm-p364104"
